	Mean	Mean	Mean	Std Dev	Std Dev	Std Dev	Mean	Mean	Mean	Std Dev	Std Dev	Std Dev	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 10\Swing Markerless 10.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 10\Swing Markerless 10.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 10\Swing Markerless 10.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 10\Swing Markerless 10.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 10\Swing Markerless 10.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 10\Swing Markerless 10.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 6\Swing Markerless 6.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 6\Swing Markerless 6.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 6\Swing Markerless 6.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 6\Swing Markerless 6.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 6\Swing Markerless 6.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 6\Swing Markerless 6.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 7\Swing Markerless 7.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 7\Swing Markerless 7.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 7\Swing Markerless 7.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 7\Swing Markerless 7.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 7\Swing Markerless 7.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 7\Swing Markerless 7.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 8\Swing Markerless 8.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 8\Swing Markerless 8.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 8\Swing Markerless 8.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 8\Swing Markerless 8.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 8\Swing Markerless 8.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Julia Olivares\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 8\Swing Markerless 8.c3d
132	-0.75757	0.05366	1.15791	0.06816	0.01325	0.02025	-0.38038	0.53430	1.76574	0.12001	0.08524	0.01428	-0.74669	0.05875	1.15459	-0.27123	0.47370	1.76228	-0.75844	0.05419	1.15345	-0.29477	0.50105	1.74746	-0.67961	0.03529	1.18596	-0.52774	0.66064	1.78043	-0.84554	0.06643	1.13762	-0.42776	0.50179	1.77279
133	-0.75793	0.05397	1.15790	0.06798	0.01319	0.01983	-0.37963	0.53363	1.76598	0.11987	0.08451	0.01480	-0.74699	0.05904	1.15481	-0.27073	0.47334	1.76231	-0.75870	0.05437	1.15382	-0.29391	0.50091	1.74719	-0.68028	0.03572	1.18523	-0.52672	0.65887	1.78158	-0.84576	0.06674	1.13773	-0.42718	0.50141	1.77285
134	-0.75830	0.05427	1.15790	0.06778	0.01314	0.01943	-0.37886	0.53297	1.76621	0.11971	0.08379	0.01532	-0.74729	0.05933	1.15504	-0.27022	0.47298	1.76234	-0.75896	0.05456	1.15419	-0.29302	0.50077	1.74692	-0.68100	0.03615	1.18452	-0.52564	0.65710	1.78269	-0.84597	0.06706	1.13784	-0.42659	0.50102	1.77291
135	-0.75868	0.05458	1.15791	0.06757	0.01309	0.01905	-0.37807	0.53231	1.76643	0.11954	0.08308	0.01583	-0.74760	0.05963	1.15527	-0.26969	0.47263	1.76236	-0.75920	0.05475	1.15457	-0.29212	0.50064	1.74663	-0.68176	0.03656	1.18384	-0.52449	0.65534	1.78376	-0.84617	0.06737	1.13795	-0.42598	0.50063	1.77297
136	-0.75907	0.05487	1.15792	0.06733	0.01305	0.01868	-0.37725	0.53165	1.76663	0.11935	0.08236	0.01633	-0.74790	0.05993	1.15550	-0.26914	0.47227	1.76238	-0.75944	0.05494	1.15495	-0.29121	0.50051	1.74634	-0.68256	0.03695	1.18318	-0.52329	0.65359	1.78478	-0.84637	0.06768	1.13806	-0.42535	0.50023	1.77302
137	-0.75946	0.05517	1.15795	0.06708	0.01302	0.01833	-0.37640	0.53099	1.76681	0.11914	0.08166	0.01683	-0.74820	0.06024	1.15574	-0.26858	0.47191	1.76239	-0.75967	0.05513	1.15533	-0.29027	0.50039	1.74604	-0.68341	0.03733	1.18255	-0.52203	0.65184	1.78576	-0.84657	0.06799	1.13818	-0.42472	0.49984	1.77306
138	-0.75987	0.05546	1.15799	0.06680	0.01299	0.01799	-0.37552	0.53034	1.76698	0.11892	0.08095	0.01731	-0.74850	0.06055	1.15599	-0.26800	0.47155	1.76239	-0.75990	0.05532	1.15572	-0.28931	0.50026	1.74573	-0.68430	0.03769	1.18196	-0.52071	0.65010	1.78670	-0.84676	0.06830	1.13830	-0.42407	0.49944	1.77310
139	-0.76028	0.05576	1.15804	0.06651	0.01298	0.01767	-0.37462	0.52968	1.76713	0.11868	0.08025	0.01779	-0.74880	0.06086	1.15624	-0.26741	0.47119	1.76239	-0.76011	0.05552	1.15611	-0.28834	0.50013	1.74541	-0.68524	0.03804	1.18139	-0.51933	0.64837	1.78760	-0.84694	0.06861	1.13842	-0.42340	0.49905	1.77314
140	-0.76069	0.05605	1.15810	0.06620	0.01297	0.01737	-0.37369	0.52903	1.76727	0.11843	0.07956	0.01825	-0.74910	0.06118	1.15649	-0.26680	0.47083	1.76238	-0.76032	0.05573	1.15650	-0.28735	0.50000	1.74509	-0.68623	0.03836	1.18085	-0.51788	0.64665	1.78845	-0.84712	0.06891	1.13855	-0.42272	0.49864	1.77316
141	-0.76112	0.05633	1.15816	0.06588	0.01298	0.01708	-0.37273	0.52838	1.76739	0.11816	0.07887	0.01869	-0.74940	0.06151	1.15675	-0.26618	0.47046	1.76237	-0.76052	0.05594	1.15689	-0.28634	0.49987	1.74477	-0.68726	0.03866	1.18035	-0.51638	0.64493	1.78925	-0.84730	0.06922	1.13867	-0.42202	0.49824	1.77319
142	-0.76155	0.05662	1.15824	0.06553	0.01299	0.01682	-0.37174	0.52772	1.76750	0.11787	0.07819	0.01912	-0.74970	0.06184	1.15701	-0.26554	0.47010	1.76235	-0.76070	0.05616	1.15728	-0.28531	0.49974	1.74444	-0.68834	0.03895	1.17987	-0.51482	0.64323	1.79001	-0.84747	0.06953	1.13880	-0.42131	0.49783	1.77321
143	-0.76199	0.05691	1.15833	0.06517	0.01302	0.01656	-0.37073	0.52707	1.76759	0.11756	0.07751	0.01954	-0.75000	0.06218	1.15727	-0.26488	0.46973	1.76233	-0.76088	0.05639	1.15766	-0.28426	0.49960	1.74411	-0.68946	0.03921	1.17943	-0.51320	0.64153	1.79072	-0.84764	0.06984	1.13893	-0.42058	0.49741	1.77322
144	-0.76244	0.05719	1.15842	0.06480	0.01306	0.01633	-0.36969	0.52642	1.76767	0.11725	0.07684	0.01994	-0.75030	0.06253	1.15754	-0.26420	0.46936	1.76230	-0.76104	0.05663	1.15804	-0.28320	0.49946	1.74378	-0.69062	0.03945	1.17903	-0.51152	0.63985	1.79138	-0.84781	0.07015	1.13907	-0.41983	0.49699	1.77324
145	-0.76290	0.05747	1.15852	0.06441	0.01310	0.01611	-0.36862	0.52576	1.76774	0.11691	0.07618	0.02032	-0.75059	0.06289	1.15781	-0.26351	0.46899	1.76226	-0.76120	0.05687	1.15842	-0.28212	0.49932	1.74344	-0.69182	0.03967	1.17866	-0.50979	0.63817	1.79200	-0.84797	0.07046	1.13921	-0.41907	0.49657	1.77324
146	-0.76336	0.05776	1.15864	0.06400	0.01316	0.01591	-0.36753	0.52510	1.76779	0.11657	0.07553	0.02069	-0.75089	0.06325	1.15809	-0.26280	0.46861	1.76223	-0.76134	0.05713	1.15880	-0.28102	0.49916	1.74311	-0.69306	0.03987	1.17832	-0.50801	0.63650	1.79258	-0.84814	0.07077	1.13935	-0.41829	0.49613	1.77324
147	-0.76382	0.05804	1.15876	0.06359	0.01323	0.01573	-0.36641	0.52444	1.76783	0.11621	0.07488	0.02104	-0.75118	0.06363	1.15837	-0.26207	0.46823	1.76218	-0.76147	0.05739	1.15917	-0.27990	0.49901	1.74277	-0.69434	0.04005	1.17801	-0.50617	0.63484	1.79311	-0.84830	0.07109	1.13949	-0.41749	0.49569	1.77324
148	-0.76429	0.05832	1.15889	0.06316	0.01331	0.01556	-0.36526	0.52378	1.76785	0.11584	0.07424	0.02138	-0.75148	0.06401	1.15865	-0.26132	0.46784	1.76214	-0.76159	0.05766	1.15953	-0.27877	0.49884	1.74243	-0.69565	0.04021	1.17773	-0.50429	0.63318	1.79360	-0.84846	0.07140	1.13963	-0.41667	0.49524	1.77323
149	-0.76477	0.05860	1.15903	0.06273	0.01340	0.01540	-0.36409	0.52311	1.76786	0.11546	0.07361	0.02170	-0.75177	0.06440	1.15894	-0.26055	0.46745	1.76209	-0.76169	0.05793	1.15990	-0.27763	0.49868	1.74209	-0.69698	0.04036	1.17749	-0.50236	0.63154	1.79405	-0.84862	0.07172	1.13978	-0.41583	0.49478	1.77321
150	-0.76524	0.05889	1.15917	0.06229	0.01350	0.01526	-0.36290	0.52244	1.76786	0.11507	0.07298	0.02200	-0.75206	0.06481	1.15923	-0.25977	0.46705	1.76203	-0.76179	0.05822	1.16026	-0.27647	0.49851	1.74175	-0.69835	0.04049	1.17727	-0.50039	0.62990	1.79447	-0.84878	0.07204	1.13993	-0.41497	0.49431	1.77319
151	-0.76572	0.05918	1.15932	0.06184	0.01361	0.01513	-0.36168	0.52177	1.76785	0.11467	0.07236	0.02229	-0.75235	0.06522	1.15952	-0.25896	0.46665	1.76197	-0.76187	0.05850	1.16061	-0.27529	0.49833	1.74141	-0.69973	0.04061	1.17708	-0.49839	0.62826	1.79485	-0.84894	0.07237	1.14009	-0.41409	0.49384	1.77317
152	-0.76620	0.05946	1.15948	0.06140	0.01373	0.01501	-0.36044	0.52109	1.76783	0.11427	0.07175	0.02258	-0.75264	0.06565	1.15982	-0.25814	0.46624	1.76191	-0.76194	0.05879	1.16096	-0.27411	0.49815	1.74106	-0.70114	0.04071	1.17691	-0.49635	0.62663	1.79520	-0.84910	0.07270	1.14024	-0.41318	0.49335	1.77314
153	-0.76668	0.05975	1.15965	0.06095	0.01386	0.01490	-0.35919	0.52041	1.76780	0.11386	0.07114	0.02285	-0.75292	0.06609	1.16012	-0.25730	0.46583	1.76185	-0.76200	0.05908	1.16131	-0.27292	0.49797	1.74072	-0.70255	0.04081	1.17676	-0.49428	0.62500	1.79553	-0.84927	0.07304	1.14040	-0.41226	0.49284	1.77310
154	-0.76716	0.06005	1.15982	0.06051	0.01399	0.01480	-0.35791	0.51972	1.76776	0.11345	0.07053	0.02311	-0.75321	0.06653	1.16042	-0.25643	0.46541	1.76178	-0.76204	0.05937	1.16166	-0.27171	0.49778	1.74037	-0.70397	0.04090	1.17663	-0.49219	0.62337	1.79583	-0.84943	0.07338	1.14056	-0.41131	0.49233	1.77306
155	-0.76764	0.06034	1.15999	0.06007	0.01412	0.01470	-0.35662	0.51903	1.76771	0.11303	0.06993	0.02336	-0.75349	0.06699	1.16072	-0.25555	0.46499	1.76171	-0.76208	0.05967	1.16201	-0.27050	0.49760	1.74001	-0.70539	0.04099	1.17651	-0.49009	0.62174	1.79611	-0.84960	0.07373	1.14073	-0.41033	0.49179	1.77301
156	-0.76811	0.06064	1.16017	0.05964	0.01427	0.01461	-0.35531	0.51833	1.76765	0.11262	0.06933	0.02362	-0.75377	0.06746	1.16103	-0.25466	0.46457	1.76163	-0.76210	0.05995	1.16236	-0.26927	0.49741	1.73965	-0.70680	0.04107	1.17641	-0.48797	0.62011	1.79637	-0.84978	0.07408	1.14090	-0.40933	0.49125	1.77296
157	-0.76858	0.06094	1.16036	0.05922	0.01442	0.01453	-0.35398	0.51763	1.76759	0.11221	0.06874	0.02386	-0.75404	0.06794	1.16134	-0.25374	0.46414	1.76155	-0.76212	0.06024	1.16270	-0.26804	0.49723	1.73929	-0.70820	0.04115	1.17631	-0.48584	0.61848	1.79662	-0.84995	0.07444	1.14107	-0.40830	0.49069	1.77290
158	-0.76904	0.06125	1.16054	0.05881	0.01457	0.01444	-0.35265	0.51692	1.76752	0.11180	0.06814	0.02411	-0.75431	0.06843	1.16165	-0.25281	0.46370	1.76147	-0.76212	0.06051	1.16305	-0.26681	0.49704	1.73893	-0.70958	0.04124	1.17623	-0.48372	0.61684	1.79686	-0.85013	0.07481	1.14125	-0.40725	0.49011	1.77284
159	-0.76949	0.06156	1.16073	0.05842	0.01472	0.01436	-0.35130	0.51621	1.76745	0.11139	0.06755	0.02435	-0.75457	0.06893	1.16196	-0.25186	0.46327	1.76139	-0.76212	0.06078	1.16340	-0.26557	0.49686	1.73855	-0.71095	0.04133	1.17614	-0.48159	0.61520	1.79710	-0.85032	0.07519	1.14143	-0.40617	0.48951	1.77276
160	-0.76993	0.06187	1.16092	0.05804	0.01487	0.01428	-0.34994	0.51549	1.76737	0.11099	0.06696	0.02460	-0.75483	0.06944	1.16228	-0.25090	0.46283	1.76130	-0.76210	0.06105	1.16375	-0.26433	0.49669	1.73817	-0.71228	0.04143	1.17605	-0.47948	0.61356	1.79733	-0.85051	0.07557	1.14161	-0.40506	0.48890	1.77268
161	-0.77036	0.06218	1.16111	0.05768	0.01503	0.01420	-0.34858	0.51477	1.76729	0.11060	0.06637	0.02485	-0.75508	0.06995	1.16260	-0.24992	0.46239	1.76120	-0.76208	0.06130	1.16411	-0.26308	0.49651	1.73779	-0.71358	0.04153	1.17596	-0.47738	0.61191	1.79757	-0.85070	0.07596	1.14180	-0.40392	0.48827	1.77260
162	-0.77078	0.06250	1.16131	0.05734	0.01518	0.01411	-0.34720	0.51404	1.76721	0.11021	0.06578	0.02511	-0.75533	0.07047	1.16292	-0.24893	0.46195	1.76111	-0.76205	0.06154	1.16447	-0.26183	0.49634	1.73740	-0.71483	0.04165	1.17586	-0.47530	0.61025	1.79782	-0.85090	0.07635	1.14199	-0.40276	0.48763	1.77250
163	-0.77118	0.06283	1.16150	0.05702	0.01533	0.01403	-0.34583	0.51331	1.76712	0.10984	0.06519	0.02537	-0.75556	0.07100	1.16324	-0.24793	0.46152	1.76101	-0.76200	0.06177	1.16483	-0.26057	0.49618	1.73700	-0.71605	0.04178	1.17574	-0.47324	0.60859	1.79807	-0.85110	0.07675	1.14218	-0.40157	0.48696	1.77240
164	-0.77157	0.06315	1.16169	0.05672	0.01547	0.01394	-0.34445	0.51258	1.76703	0.10947	0.06459	0.02564	-0.75579	0.07152	1.16357	-0.24692	0.46109	1.76090	-0.76195	0.06199	1.16520	-0.25932	0.49602	1.73659	-0.71722	0.04193	1.17562	-0.47121	0.60692	1.79835	-0.85130	0.07716	1.14238	-0.40035	0.48629	1.77229
165	-0.77193	0.06348	1.16188	0.05644	0.01561	0.01384	-0.34307	0.51184	1.76695	0.10912	0.06399	0.02592	-0.75601	0.07205	1.16390	-0.24590	0.46067	1.76079	-0.76189	0.06219	1.16557	-0.25806	0.49587	1.73618	-0.71835	0.04210	1.17547	-0.46920	0.60524	1.79863	-0.85149	0.07757	1.14258	-0.39911	0.48560	1.77218
166	-0.77229	0.06381	1.16207	0.05618	0.01573	0.01374	-0.34169	0.51111	1.76686	0.10877	0.06339	0.02621	-0.75621	0.07257	1.16423	-0.24487	0.46026	1.76067	-0.76182	0.06239	1.16594	-0.25680	0.49573	1.73576	-0.71942	0.04229	1.17531	-0.46723	0.60355	1.79894	-0.85169	0.07798	1.14279	-0.39785	0.48489	1.77205
167	-0.77262	0.06414	1.16225	0.05593	0.01585	0.01364	-0.34031	0.51037	1.76677	0.10844	0.06278	0.02652	-0.75640	0.07309	1.16456	-0.24383	0.45986	1.76055	-0.76174	0.06257	1.16632	-0.25554	0.49559	1.73534	-0.72045	0.04250	1.17513	-0.46529	0.60185	1.79927	-0.85188	0.07839	1.14300	-0.39657	0.48418	1.77193
168	-0.77293	0.06447	1.16243	0.05570	0.01595	0.01354	-0.33893	0.50963	1.76669	0.10812	0.06216	0.02684	-0.75658	0.07360	1.16490	-0.24279	0.45948	1.76042	-0.76165	0.06273	1.16671	-0.25427	0.49546	1.73490	-0.72142	0.04275	1.17492	-0.46338	0.60013	1.79963	-0.85206	0.07879	1.14321	-0.39528	0.48347	1.77179
169	-0.77322	0.06480	1.16261	0.05549	0.01604	0.01343	-0.33756	0.50890	1.76660	0.10782	0.06153	0.02717	-0.75675	0.07410	1.16524	-0.24175	0.45911	1.76028	-0.76155	0.06288	1.16710	-0.25301	0.49533	1.73446	-0.72235	0.04302	1.17468	-0.46151	0.59841	1.80001	-0.85223	0.07919	1.14342	-0.39397	0.48275	1.77166
170	-0.77349	0.06513	1.16279	0.05529	0.01611	0.01332	-0.33619	0.50817	1.76652	0.10752	0.06089	0.02752	-0.75689	0.07459	1.16558	-0.24070	0.45877	1.76012	-0.76144	0.06302	1.16750	-0.25175	0.49522	1.73402	-0.72323	0.04333	1.17443	-0.45967	0.59667	1.80042	-0.85238	0.07959	1.14364	-0.39266	0.48203	1.77152
171	-0.77373	0.06546	1.16296	0.05509	0.01616	0.01321	-0.33484	0.50745	1.76644	0.10724	0.06024	0.02788	-0.75702	0.07506	1.16593	-0.23966	0.45845	1.75996	-0.76132	0.06314	1.16790	-0.25048	0.49511	1.73356	-0.72407	0.04367	1.17414	-0.45786	0.59492	1.80086	-0.85251	0.07998	1.14385	-0.39134	0.48131	1.77137
172	-0.77395	0.06579	1.16312	0.05491	0.01619	0.01310	-0.33349	0.50673	1.76636	0.10697	0.05958	0.02826	-0.75714	0.07552	1.16628	-0.23862	0.45815	1.75979	-0.76119	0.06325	1.16831	-0.24921	0.49501	1.73310	-0.72486	0.04404	1.17383	-0.45609	0.59315	1.80133	-0.85262	0.08035	1.14407	-0.39002	0.48060	1.77123
173	-0.77415	0.06611	1.16328	0.05473	0.01620	0.01299	-0.33214	0.50602	1.76628	0.10672	0.05890	0.02866	-0.75723	0.07595	1.16663	-0.23758	0.45789	1.75960	-0.76105	0.06334	1.16872	-0.24794	0.49492	1.73263	-0.72561	0.04445	1.17349	-0.45435	0.59137	1.80183	-0.85271	0.08072	1.14428	-0.38871	0.47990	1.77108
174	-0.77432	0.06643	1.16344	0.05456	0.01618	0.01288	-0.33081	0.50532	1.76621	0.10647	0.05821	0.02907	-0.75730	0.07636	1.16699	-0.23655	0.45766	1.75940	-0.76089	0.06341	1.16914	-0.24667	0.49484	1.73215	-0.72632	0.04489	1.17312	-0.45264	0.58959	1.80236	-0.85278	0.08107	1.14450	-0.38739	0.47921	1.77093
175	-0.77447	0.06675	1.16359	0.05439	0.01615	0.01278	-0.32949	0.50464	1.76614	0.10624	0.05750	0.02950	-0.75736	0.07674	1.16735	-0.23552	0.45746	1.75918	-0.76073	0.06347	1.16957	-0.24540	0.49476	1.73167	-0.72698	0.04537	1.17273	-0.45097	0.58779	1.80291	-0.85281	0.08140	1.14471	-0.38607	0.47853	1.77078
176	-0.77459	0.06705	1.16374	0.05423	0.01609	0.01268	-0.32818	0.50396	1.76606	0.10602	0.05678	0.02994	-0.75739	0.07710	1.16772	-0.23450	0.45730	1.75895	-0.76055	0.06351	1.17000	-0.24413	0.49470	1.73117	-0.72760	0.04588	1.17232	-0.44933	0.58599	1.80349	-0.85283	0.08172	1.14493	-0.38476	0.47786	1.77063
177	-0.77469	0.06735	1.16389	0.05407	0.01602	0.01260	-0.32688	0.50330	1.76599	0.10581	0.05605	0.03040	-0.75740	0.07742	1.16809	-0.23348	0.45717	1.75870	-0.76036	0.06354	1.17044	-0.24286	0.49464	1.73067	-0.72818	0.04642	1.17188	-0.44773	0.58418	1.80409	-0.85282	0.08203	1.14514	-0.38345	0.47721	1.77048
178	-0.77476	0.06764	1.16403	0.05392	0.01592	0.01252	-0.32559	0.50265	1.76591	0.10562	0.05531	0.03087	-0.75739	0.07772	1.16847	-0.23247	0.45708	1.75844	-0.76016	0.06354	1.17088	-0.24158	0.49459	1.73016	-0.72871	0.04699	1.17143	-0.44616	0.58237	1.80472	-0.85278	0.08232	1.14535	-0.38214	0.47656	1.77033
179	-0.77481	0.06792	1.16417	0.05378	0.01581	0.01245	-0.32431	0.50201	1.76584	0.10543	0.05456	0.03136	-0.75736	0.07799	1.16884	-0.23147	0.45703	1.75816	-0.75995	0.06354	1.17133	-0.24030	0.49455	1.72965	-0.72921	0.04758	1.17096	-0.44463	0.58056	1.80536	-0.85273	0.08260	1.14556	-0.38084	0.47592	1.77018
180	-0.77484	0.06820	1.16431	0.05364	0.01568	0.01240	-0.32304	0.50139	1.76576	0.10526	0.05380	0.03185	-0.75730	0.07822	1.16922	-0.23048	0.45701	1.75787	-0.75973	0.06352	1.17178	-0.23902	0.49452	1.72912	-0.72966	0.04819	1.17047	-0.44312	0.57875	1.80602	-0.85266	0.08286	1.14578	-0.37953	0.47530	1.77002
181	-0.77484	0.06846	1.16445	0.05351	0.01554	0.01236	-0.32178	0.50079	1.76567	0.10509	0.05303	0.03235	-0.75722	0.07842	1.16961	-0.22950	0.45704	1.75756	-0.75949	0.06348	1.17224	-0.23774	0.49449	1.72859	-0.73008	0.04881	1.16997	-0.44165	0.57695	1.80668	-0.85257	0.08312	1.14599	-0.37822	0.47467	1.76986
182	-0.77482	0.06871	1.16459	0.05339	0.01540	0.01234	-0.32052	0.50020	1.76558	0.10494	0.05226	0.03287	-0.75712	0.07859	1.17000	-0.22853	0.45710	1.75723	-0.75925	0.06343	1.17271	-0.23645	0.49447	1.72805	-0.73047	0.04945	1.16947	-0.44020	0.57516	1.80736	-0.85246	0.08337	1.14621	-0.37691	0.47406	1.76969
183	-0.77479	0.06895	1.16474	0.05328	0.01524	0.01233	-0.31927	0.49962	1.76549	0.10479	0.05148	0.03338	-0.75699	0.07872	1.17039	-0.22756	0.45721	1.75689	-0.75899	0.06337	1.17317	-0.23516	0.49445	1.72751	-0.73082	0.05010	1.16896	-0.43879	0.57338	1.80804	-0.85235	0.08360	1.14642	-0.37559	0.47345	1.76952
184	-0.77473	0.06918	1.16488	0.05317	0.01508	0.01234	-0.31803	0.49906	1.76539	0.10465	0.05071	0.03390	-0.75684	0.07882	1.17079	-0.22660	0.45735	1.75653	-0.75873	0.06330	1.17364	-0.23386	0.49444	1.72695	-0.73113	0.05076	1.16845	-0.43739	0.57162	1.80872	-0.85222	0.08383	1.14665	-0.37426	0.47284	1.76935
185	-0.77466	0.06939	1.16503	0.05308	0.01491	0.01237	-0.31679	0.49852	1.76528	0.10451	0.04993	0.03443	-0.75666	0.07889	1.17119	-0.22565	0.45753	1.75615	-0.75845	0.06322	1.17411	-0.23255	0.49443	1.72640	-0.73143	0.05141	1.16794	-0.43602	0.56988	1.80939	-0.85209	0.08406	1.14687	-0.37293	0.47223	1.76917
186	-0.77457	0.06960	1.16518	0.05299	0.01474	0.01241	-0.31555	0.49799	1.76516	0.10439	0.04916	0.03495	-0.75647	0.07893	1.17159	-0.22471	0.45775	1.75576	-0.75816	0.06313	1.17459	-0.23124	0.49442	1.72583	-0.73169	0.05206	1.16744	-0.43467	0.56815	1.81005	-0.85195	0.08428	1.14710	-0.37159	0.47163	1.76898
187	-0.77447	0.06979	1.16533	0.05291	0.01458	0.01246	-0.31431	0.49747	1.76502	0.10426	0.04839	0.03547	-0.75625	0.07893	1.17200	-0.22377	0.45801	1.75535	-0.75787	0.06304	1.17506	-0.22992	0.49440	1.72527	-0.73194	0.05270	1.16695	-0.43333	0.56645	1.81070	-0.85181	0.08450	1.14733	-0.37023	0.47102	1.76878
188	-0.77435	0.06997	1.16549	0.05284	0.01441	0.01253	-0.31307	0.49697	1.76488	0.10414	0.04763	0.03599	-0.75601	0.07890	1.17241	-0.22284	0.45830	1.75492	-0.75757	0.06295	1.17553	-0.22860	0.49438	1.72470	-0.73216	0.05334	1.16647	-0.43200	0.56478	1.81133	-0.85166	0.08471	1.14757	-0.36886	0.47041	1.76858
189	-0.77422	0.07014	1.16566	0.05277	0.01425	0.01261	-0.31183	0.49648	1.76473	0.10402	0.04687	0.03650	-0.75574	0.07885	1.17283	-0.22191	0.45863	1.75447	-0.75726	0.06286	1.17601	-0.22726	0.49436	1.72412	-0.73238	0.05395	1.16600	-0.43067	0.56313	1.81194	-0.85151	0.08492	1.14781	-0.36748	0.46981	1.76837
190	-0.77409	0.07030	1.16583	0.05271	0.01409	0.01271	-0.31058	0.49600	1.76456	0.10390	0.04612	0.03700	-0.75546	0.07876	1.17324	-0.22099	0.45899	1.75401	-0.75694	0.06277	1.17647	-0.22591	0.49432	1.72355	-0.73258	0.05456	1.16555	-0.42935	0.56151	1.81253	-0.85136	0.08512	1.14805	-0.36608	0.46920	1.76815
191	-0.77394	0.07045	1.16601	0.05266	0.01394	0.01281	-0.30933	0.49554	1.76438	0.10378	0.04539	0.03749	-0.75516	0.07864	1.17367	-0.22006	0.45938	1.75353	-0.75662	0.06269	1.17694	-0.22454	0.49428	1.72297	-0.73278	0.05514	1.16512	-0.42803	0.55991	1.81309	-0.85121	0.08532	1.14831	-0.36467	0.46858	1.76792
192	-0.77379	0.07059	1.16619	0.05260	0.01379	0.01292	-0.30806	0.49508	1.76418	0.10366	0.04466	0.03798	-0.75484	0.07851	1.17409	-0.21914	0.45980	1.75303	-0.75630	0.06261	1.17741	-0.22316	0.49422	1.72239	-0.73297	0.05571	1.16471	-0.42670	0.55835	1.81362	-0.85106	0.08552	1.14856	-0.36325	0.46797	1.76768
193	-0.77363	0.07071	1.16638	0.05255	0.01365	0.01304	-0.30679	0.49464	1.76397	0.10354	0.04394	0.03845	-0.75450	0.07834	1.17452	-0.21822	0.46024	1.75252	-0.75597	0.06255	1.17786	-0.22177	0.49415	1.72182	-0.73317	0.05625	1.16433	-0.42537	0.55681	1.81412	-0.85090	0.08571	1.14883	-0.36181	0.46735	1.76742
