	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	C:\Users\Point Loma\Documents\KIN 6088\Lannister\Lab5\Data\Will Okazaki\Baseball Hitting Markerless_2\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d
205	-0.82736	0.24121	1.19433	-0.36682	0.70992	1.77377	-0.90626	0.19677	1.24018	-0.33943	0.75374	1.60899	-0.93511	0.19599	1.22157	-0.27353	0.64974	1.57364	-0.88378	0.16110	1.16973	-0.37366	0.62161	1.71308	-0.94186	0.18937	1.20766	-0.29873	0.68065	1.54315
206	-0.82924	0.24108	1.19442	-0.36860	0.70913	1.77430	-0.90609	0.19609	1.24029	-0.33996	0.75522	1.60687	-0.93665	0.19748	1.22151	-0.27166	0.64706	1.57250	-0.88565	0.16176	1.16958	-0.37455	0.61964	1.71423	-0.94201	0.18978	1.20579	-0.29862	0.67786	1.54542
207	-0.83103	0.24090	1.19452	-0.37039	0.70851	1.77476	-0.90588	0.19541	1.24031	-0.34049	0.75667	1.60480	-0.93820	0.19902	1.22140	-0.26980	0.64425	1.57147	-0.88751	0.16239	1.16947	-0.37539	0.61777	1.71526	-0.94210	0.19016	1.20386	-0.29860	0.67504	1.54785
208	-0.83272	0.24068	1.19463	-0.37218	0.70805	1.77514	-0.90565	0.19476	1.24028	-0.34103	0.75808	1.60277	-0.93972	0.20058	1.22124	-0.26798	0.64135	1.57055	-0.88936	0.16302	1.16939	-0.37617	0.61599	1.71617	-0.94212	0.19053	1.20186	-0.29865	0.67216	1.55043
209	-0.83431	0.24043	1.19474	-0.37397	0.70774	1.77545	-0.90541	0.19413	1.24018	-0.34156	0.75944	1.60078	-0.94120	0.20217	1.22102	-0.26620	0.63837	1.56976	-0.89121	0.16364	1.16934	-0.37688	0.61429	1.71698	-0.94210	0.19090	1.19979	-0.29876	0.66922	1.55315
210	-0.83582	0.24015	1.19487	-0.37576	0.70759	1.77570	-0.90517	0.19352	1.24003	-0.34207	0.76073	1.59882	-0.94263	0.20375	1.22072	-0.26448	0.63533	1.56912	-0.89304	0.16427	1.16931	-0.37753	0.61267	1.71768	-0.94204	0.19129	1.19766	-0.29893	0.66619	1.55601
211	-0.83726	0.23985	1.19501	-0.37754	0.70758	1.77588	-0.90493	0.19295	1.23985	-0.34255	0.76195	1.59690	-0.94400	0.20532	1.22035	-0.26285	0.63225	1.56862	-0.89488	0.16491	1.16929	-0.37811	0.61112	1.71827	-0.94196	0.19172	1.19547	-0.29914	0.66306	1.55899
212	-0.83863	0.23955	1.19516	-0.37930	0.70770	1.77600	-0.90472	0.19240	1.23964	-0.34299	0.76310	1.59500	-0.94528	0.20685	1.21989	-0.26130	0.62914	1.56828	-0.89672	0.16557	1.16930	-0.37861	0.60963	1.71875	-0.94188	0.19221	1.19323	-0.29936	0.65980	1.56209
213	-0.83995	0.23925	1.19532	-0.38103	0.70794	1.77605	-0.90453	0.19188	1.23940	-0.34337	0.76417	1.59313	-0.94646	0.20834	1.21935	-0.25986	0.62603	1.56812	-0.89857	0.16625	1.16931	-0.37904	0.60819	1.71914	-0.94180	0.19277	1.19094	-0.29959	0.65641	1.56528
214	-0.84123	0.23895	1.19551	-0.38273	0.70830	1.77604	-0.90438	0.19140	1.23916	-0.34369	0.76514	1.59127	-0.94754	0.20977	1.21871	-0.25854	0.62293	1.56814	-0.90043	0.16696	1.16934	-0.37938	0.60680	1.71941	-0.94176	0.19343	1.18862	-0.29981	0.65286	1.56857
215	-0.84249	0.23867	1.19572	-0.38438	0.70877	1.77595	-0.90427	0.19095	1.23892	-0.34394	0.76601	1.58943	-0.94851	0.21113	1.21796	-0.25735	0.61986	1.56835	-0.90231	0.16770	1.16939	-0.37962	0.60545	1.71957	-0.94174	0.19420	1.18628	-0.30000	0.64914	1.57193
216	-0.84372	0.23841	1.19596	-0.38598	0.70934	1.77581	-0.90423	0.19054	1.23869	-0.34411	0.76678	1.58760	-0.94935	0.21242	1.21711	-0.25629	0.61681	1.56877	-0.90421	0.16848	1.16946	-0.37976	0.60414	1.71962	-0.94178	0.19509	1.18392	-0.30016	0.64524	1.57535
217	-0.84496	0.23818	1.19622	-0.38753	0.71000	1.77559	-0.90425	0.19018	1.23847	-0.34418	0.76743	1.58578	-0.95007	0.21363	1.21615	-0.25537	0.61380	1.56939	-0.90614	0.16929	1.16956	-0.37978	0.60286	1.71955	-0.94187	0.19612	1.18155	-0.30026	0.64115	1.57881
218	-0.84619	0.23798	1.19651	-0.38901	0.71075	1.77531	-0.90435	0.18986	1.23826	-0.34417	0.76796	1.58398	-0.95066	0.21476	1.21507	-0.25458	0.61082	1.57022	-0.90809	0.17013	1.16968	-0.37969	0.60161	1.71935	-0.94201	0.19727	1.17919	-0.30031	0.63688	1.58229
219	-0.84743	0.23781	1.19682	-0.39044	0.71158	1.77495	-0.90453	0.18959	1.23808	-0.34405	0.76836	1.58220	-0.95113	0.21581	1.21389	-0.25393	0.60787	1.57128	-0.91006	0.17101	1.16983	-0.37949	0.60040	1.71904	-0.94222	0.19856	1.17683	-0.30030	0.63242	1.58578
220	-0.84868	0.23769	1.19717	-0.39179	0.71248	1.77453	-0.90480	0.18938	1.23791	-0.34382	0.76861	1.58044	-0.95148	0.21678	1.21259	-0.25342	0.60494	1.57254	-0.91205	0.17191	1.17000	-0.37917	0.59924	1.71860	-0.94248	0.19999	1.17449	-0.30023	0.62778	1.58928
221	-0.84996	0.23761	1.19754	-0.39308	0.71347	1.77404	-0.90516	0.18923	1.23775	-0.34349	0.76872	1.57870	-0.95171	0.21770	1.21119	-0.25303	0.60203	1.57403	-0.91404	0.17283	1.17021	-0.37875	0.59811	1.71804	-0.94278	0.20155	1.17217	-0.30011	0.62298	1.59275
222	-0.85125	0.23756	1.19795	-0.39430	0.71453	1.77347	-0.90562	0.18914	1.23761	-0.34304	0.76867	1.57700	-0.95184	0.21856	1.20968	-0.25276	0.59912	1.57572	-0.91603	0.17377	1.17044	-0.37823	0.59704	1.71737	-0.94313	0.20324	1.16987	-0.29993	0.61801	1.59621
223	-0.85257	0.23755	1.19838	-0.39546	0.71566	1.77282	-0.90618	0.18913	1.23748	-0.34248	0.76846	1.57533	-0.95186	0.21938	1.20808	-0.25259	0.59618	1.57763	-0.91800	0.17471	1.17069	-0.37762	0.59603	1.71659	-0.94352	0.20504	1.16758	-0.29970	0.61290	1.59964
224	-0.85389	0.23756	1.19885	-0.39655	0.71688	1.77210	-0.90685	0.18919	1.23735	-0.34180	0.76808	1.57371	-0.95180	0.22018	1.20638	-0.25252	0.59320	1.57973	-0.91997	0.17566	1.17097	-0.37693	0.59509	1.71569	-0.94392	0.20697	1.16531	-0.29943	0.60766	1.60305
225	-0.85522	0.23757	1.19934	-0.39759	0.71818	1.77129	-0.90762	0.18933	1.23723	-0.34102	0.76753	1.57215	-0.95166	0.22098	1.20461	-0.25252	0.59016	1.58201	-0.92190	0.17660	1.17128	-0.37616	0.59423	1.71468	-0.94434	0.20902	1.16305	-0.29912	0.60227	1.60642
226	-0.85653	0.23758	1.19987	-0.39858	0.71958	1.77039	-0.90848	0.18954	1.23710	-0.34012	0.76681	1.57064	-0.95146	0.22180	1.20277	-0.25259	0.58704	1.58447	-0.92381	0.17753	1.17162	-0.37533	0.59345	1.71356	-0.94477	0.21118	1.16081	-0.29877	0.59675	1.60975
227	-0.85781	0.23756	1.20044	-0.39953	0.72108	1.76940	-0.90945	0.18984	1.23697	-0.33911	0.76591	1.56919	-0.95121	0.22264	1.20087	-0.25270	0.58382	1.58709	-0.92568	0.17844	1.17198	-0.37443	0.59277	1.71233	-0.94519	0.21345	1.15858	-0.29839	0.59110	1.61305
228	-0.85906	0.23751	1.20103	-0.40045	0.72268	1.76831	-0.91052	0.19022	1.23683	-0.33800	0.76484	1.56782	-0.95091	0.22354	1.19892	-0.25285	0.58049	1.58986	-0.92751	0.17930	1.17238	-0.37348	0.59220	1.71099	-0.94562	0.21584	1.15637	-0.29796	0.58531	1.61632
229	-0.86027	0.23741	1.20166	-0.40134	0.72440	1.76712	-0.91169	0.19068	1.23667	-0.33678	0.76358	1.56652	-0.95057	0.22449	1.19694	-0.25304	0.57704	1.59276	-0.92927	0.18012	1.17281	-0.37250	0.59177	1.70954	-0.94602	0.21833	1.15417	-0.29751	0.57940	1.61955
230	-0.86144	0.23728	1.20231	-0.40219	0.72621	1.76584	-0.91294	0.19123	1.23650	-0.33548	0.76216	1.56529	-0.95020	0.22551	1.19492	-0.25324	0.57346	1.59579	-0.93097	0.18086	1.17329	-0.37150	0.59149	1.70799	-0.94641	0.22093	1.15199	-0.29703	0.57335	1.62275
231	-0.86256	0.23709	1.20300	-0.40301	0.72812	1.76445	-0.91428	0.19186	1.23631	-0.33408	0.76055	1.56415	-0.94981	0.22661	1.19287	-0.25345	0.56974	1.59893	-0.93259	0.18152	1.17380	-0.37047	0.59137	1.70632	-0.94677	0.22362	1.14982	-0.29652	0.56720	1.62591
232	-0.86365	0.23687	1.20372	-0.40379	0.73012	1.76297	-0.91570	0.19257	1.23610	-0.33260	0.75878	1.56309	-0.94938	0.22779	1.19081	-0.25368	0.56588	1.60216	-0.93412	0.18208	1.17436	-0.36945	0.59144	1.70455	-0.94709	0.22639	1.14769	-0.29601	0.56094	1.62904
233	-0.86470	0.23661	1.20447	-0.40454	0.73220	1.76139	-0.91720	0.19336	1.23588	-0.33104	0.75683	1.56212	-0.94893	0.22906	1.18874	-0.25389	0.56187	1.60548	-0.93555	0.18254	1.17495	-0.36843	0.59170	1.70267	-0.94737	0.22925	1.14558	-0.29549	0.55459	1.63213
234	-0.86573	0.23633	1.20524	-0.40524	0.73435	1.75973	-0.91877	0.19422	1.23562	-0.32941	0.75472	1.56124	-0.94846	0.23042	1.18666	-0.25410	0.55772	1.60888	-0.93689	0.18288	1.17560	-0.36742	0.59216	1.70069	-0.94761	0.23219	1.14351	-0.29498	0.54816	1.63520
235	-0.86672	0.23602	1.20604	-0.40590	0.73656	1.75797	-0.92041	0.19517	1.23535	-0.32772	0.75244	1.56044	-0.94797	0.23187	1.18460	-0.25430	0.55342	1.61233	-0.93812	0.18310	1.17628	-0.36643	0.59282	1.69861	-0.94781	0.23520	1.14147	-0.29447	0.54166	1.63822
236	-0.86770	0.23569	1.20686	-0.40652	0.73882	1.75613	-0.92211	0.19618	1.23504	-0.32597	0.75000	1.55974	-0.94745	0.23340	1.18256	-0.25448	0.54899	1.61582	-0.93926	0.18319	1.17701	-0.36547	0.59368	1.69643	-0.94797	0.23829	1.13949	-0.29398	0.53510	1.64121
237	-0.86866	0.23535	1.20770	-0.40708	0.74112	1.75421	-0.92385	0.19727	1.23471	-0.32417	0.74741	1.55914	-0.94690	0.23500	1.18054	-0.25463	0.54444	1.61934	-0.94028	0.18316	1.17778	-0.36453	0.59473	1.69415	-0.94808	0.24144	1.13756	-0.29350	0.52849	1.64417
238	-0.86960	0.23500	1.20856	-0.40761	0.74346	1.75221	-0.92565	0.19843	1.23435	-0.32232	0.74466	1.55863	-0.94631	0.23667	1.17856	-0.25476	0.53976	1.62287	-0.94121	0.18301	1.17859	-0.36362	0.59598	1.69178	-0.94815	0.24464	1.13570	-0.29303	0.52185	1.64707
239	-0.87053	0.23464	1.20945	-0.40808	0.74584	1.75014	-0.92748	0.19965	1.23395	-0.32045	0.74176	1.55821	-0.94570	0.23840	1.17663	-0.25485	0.53498	1.62641	-0.94204	0.18273	1.17944	-0.36274	0.59741	1.68933	-0.94817	0.24789	1.13391	-0.29259	0.51521	1.64992
240	-0.87144	0.23428	1.21035	-0.40851	0.74824	1.74800	-0.92934	0.20093	1.23352	-0.31854	0.73873	1.55789	-0.94505	0.24018	1.17476	-0.25491	0.53011	1.62993	-0.94278	0.18235	1.18032	-0.36189	0.59900	1.68678	-0.94814	0.25115	1.13219	-0.29217	0.50859	1.65272
241	-0.87233	0.23391	1.21126	-0.40891	0.75067	1.74580	-0.93123	0.20227	1.23304	-0.31661	0.73555	1.55767	-0.94436	0.24201	1.17295	-0.25493	0.52516	1.63343	-0.94342	0.18187	1.18124	-0.36106	0.60074	1.68416	-0.94805	0.25440	1.13056	-0.29179	0.50204	1.65546
242	-0.87321	0.23353	1.21220	-0.40926	0.75312	1.74353	-0.93313	0.20367	1.23253	-0.31468	0.73225	1.55755	-0.94365	0.24387	1.17122	-0.25491	0.52013	1.63689	-0.94399	0.18130	1.18220	-0.36025	0.60261	1.68147	-0.94788	0.25762	1.12901	-0.29144	0.49558	1.65814
243	-0.87406	0.23314	1.21316	-0.40958	0.75560	1.74119	-0.93504	0.20512	1.23196	-0.31274	0.72881	1.55754	-0.94290	0.24578	1.16957	-0.25484	0.51504	1.64032	-0.94449	0.18066	1.18318	-0.35945	0.60459	1.67870	-0.94765	0.26076	1.12755	-0.29113	0.48926	1.66074
244	-0.87489	0.23273	1.21414	-0.40987	0.75810	1.73880	-0.93696	0.20661	1.23134	-0.31080	0.72526	1.55763	-0.94213	0.24772	1.16801	-0.25472	0.50988	1.64368	-0.94492	0.17995	1.18419	-0.35867	0.60665	1.67588	-0.94733	0.26381	1.12619	-0.29085	0.48312	1.66327
245	-0.87570	0.23231	1.21513	-0.41013	0.76062	1.73634	-0.93886	0.20815	1.23067	-0.30888	0.72159	1.55783	-0.94133	0.24970	1.16655	-0.25454	0.50467	1.64699	-0.94530	0.17920	1.18522	-0.35789	0.60878	1.67300	-0.94695	0.26674	1.12494	-0.29059	0.47718	1.66572
246	-0.87647	0.23186	1.21615	-0.41036	0.76317	1.73382	-0.94075	0.20973	1.22993	-0.30697	0.71781	1.55814	-0.94052	0.25171	1.16519	-0.25430	0.49941	1.65024	-0.94563	0.17841	1.18626	-0.35711	0.61094	1.67008	-0.94649	0.26953	1.12380	-0.29035	0.47149	1.66807
247	-0.87723	0.23140	1.21719	-0.41057	0.76574	1.73123	-0.94261	0.21135	1.22913	-0.30510	0.71392	1.55856	-0.93969	0.25376	1.16393	-0.25400	0.49410	1.65342	-0.94592	0.17760	1.18731	-0.35632	0.61311	1.66713	-0.94595	0.27214	1.12278	-0.29012	0.46606	1.67032
248	-0.87796	0.23092	1.21825	-0.41076	0.76833	1.72859	-0.94445	0.21299	1.22826	-0.30327	0.70995	1.55909	-0.93886	0.25586	1.16279	-0.25365	0.48873	1.65652	-0.94619	0.17680	1.18837	-0.35552	0.61528	1.66415	-0.94536	0.27457	1.12188	-0.28988	0.46092	1.67246
249	-0.87867	0.23043	1.21933	-0.41091	0.77093	1.72588	-0.94624	0.21466	1.22733	-0.30148	0.70589	1.55973	-0.93802	0.25799	1.16175	-0.25322	0.48332	1.65955	-0.94644	0.17600	1.18942	-0.35470	0.61741	1.66116	-0.94470	0.27680	1.12111	-0.28961	0.45609	1.67450
250	-0.87938	0.22994	1.22044	-0.41102	0.77353	1.72311	-0.94799	0.21634	1.22633	-0.29974	0.70175	1.56050	-0.93719	0.26016	1.16084	-0.25273	0.47786	1.66248	-0.94668	0.17523	1.19048	-0.35386	0.61950	1.65815	-0.94400	0.27883	1.12046	-0.28931	0.45155	1.67641
251	-0.88009	0.22946	1.22156	-0.41109	0.77613	1.72028	-0.94968	0.21804	1.22525	-0.29806	0.69756	1.56138	-0.93636	0.26238	1.16004	-0.25215	0.47235	1.66531	-0.94691	0.17448	1.19152	-0.35300	0.62152	1.65514	-0.94324	0.28068	1.11994	-0.28896	0.44731	1.67822
252	-0.88082	0.22900	1.22270	-0.41110	0.77871	1.71738	-0.95130	0.21973	1.22411	-0.29645	0.69331	1.56238	-0.93555	0.26464	1.15937	-0.25150	0.46679	1.66804	-0.94716	0.17378	1.19256	-0.35210	0.62347	1.65213	-0.94245	0.28235	1.11954	-0.28854	0.44334	1.67990
253	-0.88156	0.22858	1.22385	-0.41104	0.78127	1.71443	-0.95285	0.22142	1.22290	-0.29492	0.68902	1.56350	-0.93474	0.26694	1.15882	-0.25077	0.46119	1.67066	-0.94743	0.17311	1.19361	-0.35117	0.62534	1.64911	-0.94163	0.28387	1.11925	-0.28805	0.43963	1.68148
254	-0.88234	0.22820	1.22502	-0.41090	0.78379	1.71142	-0.95432	0.22310	1.22162	-0.29349	0.68470	1.56476	-0.93394	0.26928	1.15838	-0.24997	0.45556	1.67316	-0.94773	0.17250	1.19466	-0.35019	0.62712	1.64609	-0.94077	0.28526	1.11908	-0.28746	0.43613	1.68295
255	-0.88316	0.22787	1.22620	-0.41067	0.78627	1.70836	-0.95569	0.22475	1.22027	-0.29215	0.68038	1.56615	-0.93313	0.27164	1.15804	-0.24909	0.44991	1.67557	-0.94807	0.17193	1.19572	-0.34915	0.62880	1.64304	-0.93990	0.28655	1.11900	-0.28679	0.43283	1.68431
256	-0.88402	0.22761	1.22738	-0.41035	0.78869	1.70524	-0.95697	0.22637	1.21885	-0.29093	0.67606	1.56770	-0.93231	0.27400	1.15780	-0.24816	0.44425	1.67788	-0.94845	0.17141	1.19681	-0.34806	0.63040	1.63997	-0.93901	0.28777	1.11903	-0.28600	0.42968	1.68557
257	-0.88494	0.22741	1.22856	-0.40993	0.79105	1.70207	-0.95813	0.22794	1.21735	-0.28984	0.67176	1.56940	-0.93145	0.27636	1.15763	-0.24718	0.43862	1.68010	-0.94889	0.17095	1.19793	-0.34691	0.63191	1.63687	-0.93810	0.28895	1.11915	-0.28511	0.42665	1.68674
258	-0.88590	0.22729	1.22975	-0.40941	0.79335	1.69885	-0.95918	0.22947	1.21578	-0.28889	0.66749	1.57128	-0.93055	0.27868	1.15753	-0.24617	0.43305	1.68225	-0.94938	0.17053	1.19909	-0.34569	0.63332	1.63372	-0.93719	0.29010	1.11935	-0.28410	0.42374	1.68781
259	-0.88692	0.22723	1.23094	-0.40880	0.79559	1.69560	-0.96010	0.23095	1.21413	-0.28809	0.66326	1.57334	-0.92959	0.28096	1.15749	-0.24515	0.42756	1.68434	-0.94994	0.17016	1.20030	-0.34440	0.63465	1.63053	-0.93626	0.29125	1.11964	-0.28297	0.42091	1.68879
260	-0.88797	0.22725	1.23211	-0.40811	0.79776	1.69231	-0.96090	0.23236	1.21239	-0.28744	0.65907	1.57558	-0.92856	0.28316	1.15748	-0.24411	0.42218	1.68637	-0.95056	0.16985	1.20156	-0.34305	0.63589	1.62730	-0.93533	0.29239	1.12001	-0.28173	0.41816	1.68967
261	-0.88904	0.22732	1.23328	-0.40734	0.79987	1.68899	-0.96155	0.23371	1.21056	-0.28696	0.65493	1.57801	-0.92744	0.28527	1.15751	-0.24306	0.41693	1.68837	-0.95124	0.16959	1.20286	-0.34163	0.63705	1.62403	-0.93439	0.29354	1.12046	-0.28036	0.41548	1.69046
262	-0.89012	0.22744	1.23443	-0.40653	0.80193	1.68566	-0.96207	0.23498	1.20864	-0.28664	0.65085	1.58064	-0.92625	0.28727	1.15756	-0.24202	0.41185	1.69032	-0.95196	0.16938	1.20418	-0.34016	0.63811	1.62074	-0.93344	0.29469	1.12099	-0.27887	0.41288	1.69116
263	-0.89119	0.22759	1.23555	-0.40568	0.80395	1.68233	-0.96244	0.23619	1.20662	-0.28650	0.64682	1.58346	-0.92498	0.28916	1.15763	-0.24098	0.40694	1.69224	-0.95273	0.16923	1.20553	-0.33865	0.63910	1.61744	-0.93248	0.29585	1.12160	-0.27725	0.41037	1.69177
264	-0.89223	0.22777	1.23664	-0.40481	0.80592	1.67900	-0.96266	0.23732	1.20450	-0.28652	0.64285	1.58648	-0.92362	0.29091	1.15773	-0.23993	0.40223	1.69411	-0.95354	0.16915	1.20690	-0.33711	0.63999	1.61414	-0.93151	0.29699	1.12229	-0.27551	0.40794	1.69228
265	-0.89321	0.22795	1.23769	-0.40395	0.80787	1.67569	-0.96273	0.23837	1.20228	-0.28672	0.63894	1.58968	-0.92219	0.29252	1.15785	-0.23888	0.39774	1.69594	-0.95438	0.16913	1.20826	-0.33553	0.64079	1.61086	-0.93053	0.29812	1.12307	-0.27364	0.40559	1.69269
266	-0.89413	0.22812	1.23871	-0.40311	0.80979	1.67240	-0.96265	0.23935	1.19996	-0.28709	0.63508	1.59308	-0.92069	0.29395	1.15801	-0.23780	0.39350	1.69770	-0.95525	0.16918	1.20960	-0.33392	0.64149	1.60761	-0.92955	0.29924	1.12393	-0.27164	0.40334	1.69301
267	-0.89496	0.22828	1.23967	-0.40230	0.81170	1.66913	-0.96242	0.24025	1.19755	-0.28762	0.63127	1.59664	-0.91913	0.29521	1.15820	-0.23669	0.38952	1.69941	-0.95615	0.16931	1.21093	-0.33229	0.64207	1.60439	-0.92856	0.30032	1.12488	-0.26952	0.40118	1.69323
268	-0.89571	0.22841	1.24059	-0.40153	0.81359	1.66589	-0.96204	0.24109	1.19504	-0.28831	0.62751	1.60038	-0.91752	0.29628	1.15844	-0.23554	0.38584	1.70105	-0.95708	0.16952	1.21221	-0.33063	0.64254	1.60124	-0.92756	0.30138	1.12592	-0.26726	0.39913	1.69335
269	-0.89636	0.22851	1.24146	-0.40080	0.81547	1.66268	-0.96152	0.24186	1.19246	-0.28916	0.62379	1.60426	-0.91586	0.29714	1.15873	-0.23436	0.38245	1.70261	-0.95804	0.16983	1.21345	-0.32895	0.64288	1.59815	-0.92655	0.30241	1.12705	-0.26489	0.39717	1.69339
270	-0.89691	0.22857	1.24228	-0.40012	0.81733	1.65951	-0.96086	0.24257	1.18980	-0.29014	0.62009	1.60829	-0.91416	0.29781	1.15906	-0.23313	0.37936	1.70411	-0.95903	0.17025	1.21462	-0.32725	0.64308	1.59514	-0.92554	0.30339	1.12826	-0.26240	0.39532	1.69334
271	-0.89736	0.22859	1.24304	-0.39948	0.81918	1.65637	-0.96008	0.24324	1.18708	-0.29125	0.61641	1.61243	-0.91242	0.29827	1.15944	-0.23186	0.37659	1.70553	-0.96004	0.17077	1.21570	-0.32552	0.64313	1.59225	-0.92452	0.30435	1.12955	-0.25980	0.39357	1.69322
272	-0.89772	0.22857	1.24374	-0.39889	0.82102	1.65326	-0.95919	0.24387	1.18431	-0.29246	0.61274	1.61668	-0.91067	0.29853	1.15986	-0.23054	0.37412	1.70688	-0.96107	0.17140	1.21669	-0.32378	0.64302	1.58947	-0.92349	0.30527	1.13092	-0.25711	0.39191	1.69301
273	-0.89797	0.22850	1.24439	-0.39834	0.82283	1.65019	-0.95820	0.24448	1.18152	-0.29376	0.60905	1.62099	-0.90890	0.29859	1.16033	-0.22918	0.37197	1.70816	-0.96213	0.17217	1.21756	-0.32202	0.64273	1.58682	-0.92245	0.30615	1.13237	-0.25431	0.39035	1.69274
