	Mean	Mean	Mean	Std Dev	Std Dev	Std Dev	Mean	Mean	Mean	Std Dev	Std Dev	Std Dev	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d
244	-0.90645	0.24904	1.17303	0.01456	0.02683	0.01472	-0.26779	0.54262	1.67896	0.01576	0.06750	0.04581	-0.88618	0.27782	1.15939	-0.26150	0.42680	1.74820	-0.90664	0.26830	1.17139	-0.28007	0.55943	1.70220	-0.90056	0.23501	1.19380	-0.24773	0.59110	1.64779	-0.92514	0.21076	1.18105	-0.28711	0.58913	1.63807	-0.91374	0.25331	1.15954	-0.26255	0.54667	1.65854
245	-0.90636	0.25005	1.17261	0.01455	0.02678	0.01436	-0.26715	0.53999	1.68016	0.01572	0.06689	0.04492	-0.88621	0.27881	1.15981	-0.26031	0.42537	1.74792	-0.90654	0.26916	1.17117	-0.27931	0.55665	1.70320	-0.90027	0.23578	1.19306	-0.24746	0.58844	1.64976	-0.92510	0.21193	1.18003	-0.28664	0.58605	1.63994	-0.91365	0.25456	1.15897	-0.26203	0.54346	1.66000
246	-0.90624	0.25105	1.17220	0.01455	0.02672	0.01402	-0.26651	0.53739	1.68135	0.01569	0.06625	0.04402	-0.88623	0.27978	1.16024	-0.25911	0.42400	1.74763	-0.90643	0.27001	1.17097	-0.27856	0.55390	1.70417	-0.89997	0.23656	1.19234	-0.24718	0.58577	1.65171	-0.92505	0.21312	1.17903	-0.28616	0.58295	1.64179	-0.91355	0.25578	1.15843	-0.26153	0.54033	1.66143
247	-0.90612	0.25204	1.17182	0.01455	0.02664	0.01370	-0.26586	0.53481	1.68251	0.01566	0.06559	0.04314	-0.88622	0.28071	1.16067	-0.25790	0.42266	1.74733	-0.90630	0.27084	1.17079	-0.27779	0.55118	1.70511	-0.89967	0.23735	1.19164	-0.24688	0.58308	1.65365	-0.92499	0.21431	1.17806	-0.28567	0.57985	1.64364	-0.91341	0.25696	1.15792	-0.26104	0.53727	1.66283
248	-0.90598	0.25301	1.17145	0.01455	0.02654	0.01338	-0.26521	0.53226	1.68366	0.01565	0.06491	0.04226	-0.88619	0.28162	1.16112	-0.25670	0.42138	1.74704	-0.90615	0.27165	1.17062	-0.27702	0.54850	1.70603	-0.89936	0.23815	1.19097	-0.24657	0.58037	1.65557	-0.92492	0.21552	1.17710	-0.28518	0.57674	1.64546	-0.91326	0.25809	1.15744	-0.26056	0.53430	1.66419
249	-0.90582	0.25396	1.17110	0.01456	0.02643	0.01308	-0.26455	0.52974	1.68479	0.01565	0.06421	0.04139	-0.88615	0.28249	1.16157	-0.25549	0.42016	1.74674	-0.90599	0.27245	1.17047	-0.27624	0.54585	1.70691	-0.89905	0.23896	1.19032	-0.24624	0.57765	1.65748	-0.92484	0.21673	1.17616	-0.28469	0.57362	1.64728	-0.91308	0.25918	1.15700	-0.26009	0.53141	1.66552
250	-0.90565	0.25490	1.17078	0.01456	0.02630	0.01280	-0.26389	0.52725	1.68589	0.01566	0.06348	0.04053	-0.88607	0.28332	1.16203	-0.25429	0.41899	1.74645	-0.90582	0.27323	1.17034	-0.27545	0.54323	1.70777	-0.89873	0.23978	1.18969	-0.24589	0.57491	1.65936	-0.92474	0.21794	1.17524	-0.28420	0.57050	1.64907	-0.91289	0.26022	1.15659	-0.25962	0.52861	1.66681
251	-0.90546	0.25582	1.17047	0.01457	0.02615	0.01253	-0.26322	0.52479	1.68698	0.01567	0.06273	0.03967	-0.88598	0.28411	1.16250	-0.25309	0.41788	1.74616	-0.90564	0.27400	1.17022	-0.27464	0.54065	1.70859	-0.89841	0.24061	1.18909	-0.24551	0.57215	1.66122	-0.92463	0.21916	1.17434	-0.28370	0.56739	1.65085	-0.91267	0.26122	1.15622	-0.25917	0.52590	1.66806
252	-0.90526	0.25672	1.17019	0.01458	0.02598	0.01228	-0.26255	0.52237	1.68804	0.01570	0.06195	0.03883	-0.88586	0.28486	1.16297	-0.25189	0.41684	1.74588	-0.90545	0.27476	1.17012	-0.27382	0.53810	1.70939	-0.89809	0.24144	1.18851	-0.24512	0.56938	1.66307	-0.92450	0.22038	1.17347	-0.28320	0.56427	1.65261	-0.91243	0.26216	1.15587	-0.25871	0.52328	1.66927
253	-0.90505	0.25760	1.16993	0.01458	0.02580	0.01205	-0.26187	0.51999	1.68909	0.01573	0.06114	0.03800	-0.88571	0.28557	1.16344	-0.25070	0.41586	1.74560	-0.90525	0.27550	1.17005	-0.27298	0.53559	1.71015	-0.89776	0.24229	1.18796	-0.24471	0.56659	1.66489	-0.92436	0.22160	1.17262	-0.28270	0.56116	1.65436	-0.91217	0.26306	1.15557	-0.25826	0.52075	1.67045
254	-0.90482	0.25847	1.16969	0.01460	0.02560	0.01183	-0.26119	0.51764	1.69011	0.01577	0.06031	0.03718	-0.88554	0.28623	1.16392	-0.24952	0.41495	1.74532	-0.90504	0.27623	1.17000	-0.27213	0.53310	1.71087	-0.89744	0.24315	1.18743	-0.24428	0.56379	1.66669	-0.92421	0.22282	1.17179	-0.28220	0.55806	1.65609	-0.91189	0.26391	1.15529	-0.25781	0.51831	1.67158
255	-0.90458	0.25931	1.16947	0.01461	0.02538	0.01163	-0.26049	0.51533	1.69111	0.01581	0.05945	0.03637	-0.88534	0.28684	1.16440	-0.24835	0.41411	1.74506	-0.90482	0.27695	1.16996	-0.27125	0.53065	1.71156	-0.89711	0.24401	1.18694	-0.24383	0.56097	1.66846	-0.92403	0.22403	1.17098	-0.28169	0.55496	1.65779	-0.91160	0.26471	1.15505	-0.25735	0.51596	1.67268
256	-0.90433	0.26013	1.16927	0.01462	0.02515	0.01145	-0.25979	0.51306	1.69208	0.01586	0.05855	0.03558	-0.88511	0.28741	1.16488	-0.24719	0.41334	1.74480	-0.90460	0.27766	1.16995	-0.27035	0.52824	1.71221	-0.89679	0.24489	1.18646	-0.24335	0.55813	1.67021	-0.92384	0.22524	1.17020	-0.28117	0.55188	1.65948	-0.91129	0.26547	1.15484	-0.25688	0.51368	1.67373
257	-0.90406	0.26094	1.16909	0.01464	0.02489	0.01129	-0.25908	0.51082	1.69304	0.01592	0.05763	0.03479	-0.88486	0.28792	1.16537	-0.24603	0.41266	1.74455	-0.90437	0.27835	1.16997	-0.26943	0.52586	1.71282	-0.89646	0.24578	1.18602	-0.24285	0.55528	1.67193	-0.92364	0.22644	1.16944	-0.28066	0.54881	1.66114	-0.91097	0.26619	1.15466	-0.25641	0.51149	1.67475
258	-0.90378	0.26172	1.16894	0.01466	0.02462	0.01114	-0.25835	0.50862	1.69397	0.01598	0.05667	0.03403	-0.88457	0.28838	1.16585	-0.24489	0.41205	1.74431	-0.90413	0.27904	1.17000	-0.26848	0.52352	1.71340	-0.89614	0.24668	1.18561	-0.24233	0.55242	1.67362	-0.92342	0.22764	1.16871	-0.28014	0.54576	1.66278	-0.91063	0.26688	1.15452	-0.25592	0.50937	1.67573
259	-0.90349	0.26248	1.16881	0.01468	0.02433	0.01101	-0.25762	0.50646	1.69488	0.01604	0.05568	0.03328	-0.88426	0.28878	1.16633	-0.24376	0.41152	1.74409	-0.90389	0.27970	1.17006	-0.26752	0.52121	1.71395	-0.89582	0.24759	1.18522	-0.24178	0.54954	1.67528	-0.92318	0.22882	1.16801	-0.27961	0.54272	1.66439	-0.91028	0.26753	1.15440	-0.25542	0.50732	1.67667
260	-0.90318	0.26322	1.16869	0.01471	0.02403	0.01091	-0.25687	0.50434	1.69576	0.01611	0.05467	0.03255	-0.88392	0.28913	1.16681	-0.24264	0.41108	1.74387	-0.90364	0.28035	1.17014	-0.26653	0.51894	1.71446	-0.89551	0.24850	1.18487	-0.24120	0.54665	1.67691	-0.92293	0.22999	1.16733	-0.27908	0.53971	1.66598	-0.90992	0.26814	1.15432	-0.25490	0.50534	1.67757
261	-0.90286	0.26394	1.16860	0.01474	0.02371	0.01081	-0.25611	0.50226	1.69662	0.01618	0.05362	0.03183	-0.88355	0.28941	1.16729	-0.24154	0.41072	1.74367	-0.90337	0.28099	1.17025	-0.26552	0.51672	1.71493	-0.89519	0.24943	1.18454	-0.24061	0.54374	1.67851	-0.92266	0.23115	1.16669	-0.27854	0.53672	1.66754	-0.90954	0.26873	1.15426	-0.25436	0.50342	1.67844
262	-0.90253	0.26465	1.16854	0.01477	0.02337	0.01074	-0.25534	0.50022	1.69745	0.01626	0.05253	0.03113	-0.88314	0.28965	1.16776	-0.24044	0.41045	1.74348	-0.90310	0.28161	1.17037	-0.26449	0.51454	1.71537	-0.89488	0.25037	1.18424	-0.23998	0.54082	1.68008	-0.92237	0.23230	1.16607	-0.27799	0.53375	1.66906	-0.90916	0.26930	1.15423	-0.25380	0.50155	1.67928
263	-0.90219	0.26533	1.16849	0.01480	0.02301	0.01068	-0.25456	0.49822	1.69827	0.01633	0.05142	0.03046	-0.88271	0.28982	1.16823	-0.23936	0.41026	1.74330	-0.90282	0.28221	1.17052	-0.26343	0.51240	1.71578	-0.89457	0.25132	1.18398	-0.23933	0.53789	1.68162	-0.92208	0.23343	1.16548	-0.27744	0.53081	1.67056	-0.90877	0.26985	1.15423	-0.25322	0.49973	1.68008
264	-0.90184	0.26598	1.16846	0.01484	0.02265	0.01064	-0.25376	0.49625	1.69905	0.01641	0.05028	0.02980	-0.88225	0.28993	1.16870	-0.23829	0.41016	1.74313	-0.90253	0.28279	1.17069	-0.26236	0.51031	1.71615	-0.89427	0.25228	1.18374	-0.23866	0.53494	1.68312	-0.92177	0.23455	1.16492	-0.27687	0.52790	1.67203	-0.90837	0.27038	1.15426	-0.25261	0.49796	1.68084
265	-0.90147	0.26663	1.16845	0.01489	0.02226	0.01061	-0.25295	0.49433	1.69982	0.01648	0.04911	0.02915	-0.88176	0.28999	1.16916	-0.23724	0.41014	1.74297	-0.90223	0.28335	1.17089	-0.26126	0.50827	1.71649	-0.89397	0.25324	1.18352	-0.23796	0.53199	1.68459	-0.92144	0.23565	1.16439	-0.27629	0.52501	1.67346	-0.90797	0.27090	1.15431	-0.25198	0.49623	1.68157
266	-0.90110	0.26725	1.16847	0.01493	0.02187	0.01059	-0.25212	0.49244	1.70056	0.01656	0.04791	0.02853	-0.88124	0.28999	1.16962	-0.23619	0.41021	1.74283	-0.90192	0.28389	1.17110	-0.26015	0.50627	1.71680	-0.89366	0.25421	1.18334	-0.23724	0.52902	1.68603	-0.92110	0.23673	1.16389	-0.27570	0.52216	1.67486	-0.90755	0.27141	1.15438	-0.25131	0.49454	1.68227
267	-0.90071	0.26785	1.16850	0.01499	0.02146	0.01059	-0.25128	0.49059	1.70127	0.01663	0.04668	0.02793	-0.88070	0.28993	1.17008	-0.23515	0.41036	1.74269	-0.90159	0.28441	1.17133	-0.25901	0.50432	1.71707	-0.89336	0.25519	1.18318	-0.23650	0.52605	1.68744	-0.92075	0.23780	1.16342	-0.27510	0.51934	1.67623	-0.90714	0.27192	1.15448	-0.25062	0.49287	1.68294
268	-0.90031	0.26843	1.16855	0.01504	0.02104	0.01059	-0.25042	0.48878	1.70197	0.01670	0.04542	0.02734	-0.88013	0.28982	1.17054	-0.23412	0.41059	1.74256	-0.90126	0.28490	1.17159	-0.25785	0.50242	1.71732	-0.89305	0.25617	1.18304	-0.23574	0.52308	1.68882	-0.92039	0.23885	1.16298	-0.27448	0.51655	1.67756	-0.90671	0.27242	1.15460	-0.24990	0.49124	1.68358
269	-0.89990	0.26900	1.16862	0.01511	0.02061	0.01061	-0.24955	0.48700	1.70264	0.01677	0.04415	0.02678	-0.87953	0.28966	1.17100	-0.23310	0.41090	1.74244	-0.90091	0.28537	1.17186	-0.25668	0.50057	1.71754	-0.89274	0.25715	1.18293	-0.23497	0.52011	1.69017	-0.92002	0.23988	1.16257	-0.27385	0.51379	1.67885	-0.90628	0.27292	1.15474	-0.24914	0.48963	1.68419
270	-0.89947	0.26955	1.16871	0.01517	0.02017	0.01063	-0.24866	0.48526	1.70328	0.01683	0.04285	0.02623	-0.87891	0.28945	1.17145	-0.23209	0.41128	1.74232	-0.90054	0.28582	1.17216	-0.25548	0.49877	1.71773	-0.89243	0.25813	1.18284	-0.23418	0.51713	1.69149	-0.91963	0.24090	1.16219	-0.27320	0.51107	1.68011	-0.90585	0.27342	1.15490	-0.24836	0.48804	1.68476
271	-0.89904	0.27008	1.16881	0.01524	0.01972	0.01066	-0.24776	0.48356	1.70391	0.01689	0.04153	0.02570	-0.87827	0.28919	1.17191	-0.23108	0.41174	1.74220	-0.90017	0.28625	1.17247	-0.25426	0.49703	1.71790	-0.89210	0.25911	1.18276	-0.23337	0.51417	1.69279	-0.91923	0.24191	1.16184	-0.27253	0.50837	1.68134	-0.90541	0.27392	1.15509	-0.24754	0.48648	1.68531
272	-0.89859	0.27059	1.16894	0.01532	0.01927	0.01070	-0.24684	0.48189	1.70451	0.01695	0.04020	0.02518	-0.87760	0.28889	1.17236	-0.23007	0.41227	1.74209	-0.89978	0.28665	1.17280	-0.25303	0.49533	1.71804	-0.89177	0.26008	1.18271	-0.23256	0.51121	1.69407	-0.91882	0.24290	1.16152	-0.27185	0.50571	1.68254	-0.90496	0.27443	1.15529	-0.24669	0.48494	1.68583
273	-0.89813	0.27109	1.16908	0.01539	0.01881	0.01074	-0.24591	0.48027	1.70509	0.01700	0.03885	0.02468	-0.87692	0.28854	1.17282	-0.22907	0.41287	1.74198	-0.89937	0.28703	1.17315	-0.25178	0.49369	1.71816	-0.89143	0.26105	1.18267	-0.23174	0.50827	1.69532	-0.91840	0.24387	1.16122	-0.27115	0.50308	1.68370	-0.90451	0.27494	1.15552	-0.24580	0.48342	1.68632
274	-0.89765	0.27157	1.16923	0.01547	0.01835	0.01078	-0.24496	0.47868	1.70566	0.01704	0.03749	0.02420	-0.87622	0.28815	1.17328	-0.22807	0.41353	1.74187	-0.89895	0.28738	1.17352	-0.25052	0.49210	1.71825	-0.89107	0.26201	1.18265	-0.23092	0.50535	1.69656	-0.91797	0.24483	1.16095	-0.27042	0.50048	1.68483	-0.90405	0.27545	1.15576	-0.24489	0.48193	1.68678
275	-0.89716	0.27203	1.16940	0.01556	0.01788	0.01082	-0.24401	0.47713	1.70620	0.01708	0.03612	0.02374	-0.87551	0.28773	1.17375	-0.22707	0.41425	1.74175	-0.89851	0.28771	1.17390	-0.24923	0.49056	1.71832	-0.89069	0.26295	1.18263	-0.23010	0.50245	1.69778	-0.91752	0.24578	1.16071	-0.26968	0.49791	1.68592	-0.90359	0.27596	1.15603	-0.24394	0.48045	1.68721
276	-0.89666	0.27247	1.16959	0.01564	0.01742	0.01087	-0.24303	0.47561	1.70672	0.01711	0.03475	0.02329	-0.87478	0.28727	1.17421	-0.22607	0.41502	1.74163	-0.89806	0.28802	1.17429	-0.24794	0.48908	1.71837	-0.89030	0.26388	1.18263	-0.22928	0.49957	1.69898	-0.91706	0.24671	1.16049	-0.26892	0.49538	1.68698	-0.90312	0.27648	1.15631	-0.24296	0.47900	1.68761
277	-0.89615	0.27290	1.16979	0.01573	0.01696	0.01092	-0.24205	0.47414	1.70722	0.01714	0.03337	0.02285	-0.87404	0.28678	1.17469	-0.22506	0.41585	1.74150	-0.89759	0.28830	1.17470	-0.24662	0.48764	1.71841	-0.88988	0.26479	1.18264	-0.22846	0.49673	1.70017	-0.91659	0.24763	1.16030	-0.26814	0.49288	1.68801	-0.90265	0.27699	1.15662	-0.24195	0.47758	1.68799
278	-0.89562	0.27331	1.17001	0.01582	0.01651	0.01097	-0.24105	0.47270	1.70770	0.01716	0.03199	0.02243	-0.87329	0.28627	1.17516	-0.22406	0.41672	1.74137	-0.89711	0.28856	1.17513	-0.24530	0.48626	1.71842	-0.88945	0.26568	1.18266	-0.22765	0.49392	1.70135	-0.91610	0.24854	1.16013	-0.26734	0.49041	1.68901	-0.90217	0.27751	1.15694	-0.24091	0.47617	1.68834
279	-0.89508	0.27371	1.17024	0.01591	0.01606	0.01101	-0.24004	0.47130	1.70816	0.01717	0.03062	0.02203	-0.87253	0.28573	1.17565	-0.22304	0.41764	1.74122	-0.89660	0.28880	1.17556	-0.24396	0.48493	1.71842	-0.88900	0.26656	1.18269	-0.22684	0.49115	1.70252	-0.91560	0.24944	1.15999	-0.26651	0.48797	1.68998	-0.90168	0.27803	1.15729	-0.23983	0.47479	1.68866
280	-0.89453	0.27409	1.17048	0.01600	0.01561	0.01106	-0.23901	0.46993	1.70860	0.01718	0.02925	0.02164	-0.87177	0.28517	1.17614	-0.22203	0.41860	1.74107	-0.89609	0.28901	1.17601	-0.24261	0.48365	1.71841	-0.88852	0.26741	1.18272	-0.22604	0.48841	1.70367	-0.91509	0.25032	1.15987	-0.26566	0.48557	1.69092	-0.90119	0.27854	1.15766	-0.23872	0.47344	1.68895
281	-0.89396	0.27446	1.17073	0.01609	0.01518	0.01111	-0.23798	0.46861	1.70903	0.01718	0.02789	0.02127	-0.87100	0.28459	1.17664	-0.22100	0.41960	1.74090	-0.89555	0.28921	1.17646	-0.24125	0.48242	1.71838	-0.88802	0.26823	1.18276	-0.22525	0.48572	1.70481	-0.91456	0.25119	1.15977	-0.26479	0.48319	1.69183	-0.90069	0.27906	1.15804	-0.23758	0.47212	1.68921
282	-0.89338	0.27480	1.17100	0.01617	0.01475	0.01115	-0.23693	0.46732	1.70943	0.01717	0.02654	0.02092	-0.87022	0.28399	1.17714	-0.21997	0.42063	1.74072	-0.89500	0.28938	1.17693	-0.23989	0.48123	1.71834	-0.88750	0.26903	1.18280	-0.22447	0.48308	1.70595	-0.91403	0.25205	1.15970	-0.26390	0.48086	1.69270	-0.90018	0.27957	1.15845	-0.23641	0.47082	1.68944
283	-0.89279	0.27514	1.17129	0.01626	0.01434	0.01119	-0.23587	0.46607	1.70982	0.01716	0.02521	0.02058	-0.86944	0.28338	1.17766	-0.21894	0.42169	1.74053	-0.89443	0.28953	1.17740	-0.23851	0.48009	1.71829	-0.88695	0.26981	1.18285	-0.22369	0.48048	1.70707	-0.91347	0.25290	1.15965	-0.26298	0.47855	1.69355	-0.89967	0.28008	1.15888	-0.23521	0.46955	1.68964
284	-0.89219	0.27545	1.17158	0.01634	0.01394	0.01123	-0.23479	0.46486	1.71018	0.01714	0.02389	0.02026	-0.86866	0.28275	1.17818	-0.21790	0.42279	1.74032	-0.89384	0.28966	1.17789	-0.23713	0.47901	1.71823	-0.88639	0.27055	1.18290	-0.22292	0.47793	1.70818	-0.91291	0.25373	1.15962	-0.26204	0.47628	1.69437	-0.89915	0.28058	1.15934	-0.23397	0.46830	1.68981
285	-0.89157	0.27576	1.17189	0.01642	0.01355	0.01127	-0.23371	0.46369	1.71053	0.01711	0.02260	0.01996	-0.86788	0.28212	1.17870	-0.21685	0.42391	1.74010	-0.89324	0.28977	1.17837	-0.23574	0.47796	1.71817	-0.88580	0.27126	1.18296	-0.22216	0.47544	1.70928	-0.91233	0.25455	1.15961	-0.26108	0.47404	1.69516	-0.89863	0.28107	1.15981	-0.23270	0.46709	1.68995
286	-0.89095	0.27604	1.17221	0.01649	0.01318	0.01130	-0.23261	0.46256	1.71086	0.01708	0.02133	0.01969	-0.86710	0.28147	1.17924	-0.21581	0.42506	1.73987	-0.89262	0.28986	1.17886	-0.23434	0.47697	1.71810	-0.88518	0.27195	1.18303	-0.22141	0.47301	1.71036	-0.91173	0.25536	1.15963	-0.26009	0.47184	1.69591	-0.89810	0.28156	1.16031	-0.23140	0.46591	1.69006
287	-0.89031	0.27631	1.17255	0.01657	0.01283	0.01133	-0.23150	0.46146	1.71117	0.01705	0.02010	0.01943	-0.86631	0.28082	1.17978	-0.21475	0.42623	1.73963	-0.89198	0.28993	1.17936	-0.23294	0.47601	1.71802	-0.88455	0.27260	1.18310	-0.22066	0.47063	1.71143	-0.91112	0.25616	1.15967	-0.25907	0.46967	1.69665	-0.89756	0.28205	1.16083	-0.23006	0.46475	1.69015
288	-0.88965	0.27656	1.17289	0.01664	0.01250	0.01135	-0.23038	0.46040	1.71147	0.01700	0.01889	0.01919	-0.86553	0.28015	1.18032	-0.21370	0.42742	1.73937	-0.89133	0.28999	1.17986	-0.23154	0.47511	1.71793	-0.88390	0.27321	1.18318	-0.21992	0.46832	1.71249	-0.91050	0.25694	1.15972	-0.25803	0.46754	1.69735	-0.89702	0.28252	1.16137	-0.22870	0.46362	1.69020
289	-0.88899	0.27680	1.17325	0.01670	0.01219	0.01138	-0.22924	0.45939	1.71175	0.01696	0.01773	0.01898	-0.86474	0.27948	1.18087	-0.21264	0.42864	1.73910	-0.89065	0.29003	1.18037	-0.23014	0.47425	1.71785	-0.88322	0.27378	1.18326	-0.21918	0.46608	1.71353	-0.90986	0.25771	1.15980	-0.25697	0.46544	1.69802	-0.89647	0.28299	1.16193	-0.22730	0.46253	1.69022
290	-0.88832	0.27702	1.17362	0.01676	0.01189	0.01140	-0.22810	0.45841	1.71200	0.01690	0.01661	0.01878	-0.86396	0.27881	1.18143	-0.21158	0.42987	1.73882	-0.88997	0.29005	1.18087	-0.22873	0.47343	1.71776	-0.88253	0.27432	1.18336	-0.21844	0.46390	1.71455	-0.90921	0.25847	1.15990	-0.25587	0.46338	1.69867	-0.89592	0.28345	1.16252	-0.22588	0.46146	1.69022
291	-0.88763	0.27722	1.17400	0.01682	0.01162	0.01142	-0.22695	0.45747	1.71225	0.01685	0.01555	0.01861	-0.86317	0.27813	1.18198	-0.21052	0.43112	1.73853	-0.88926	0.29005	1.18138	-0.22732	0.47266	1.71767	-0.88182	0.27482	1.18347	-0.21771	0.46180	1.71555	-0.90854	0.25921	1.16002	-0.25476	0.46135	1.69930	-0.89536	0.28391	1.16313	-0.22442	0.46042	1.69019
292	-0.88693	0.27741	1.17439	0.01687	0.01137	0.01143	-0.22578	0.45657	1.71247	0.01678	0.01455	0.01846	-0.86239	0.27744	1.18255	-0.20945	0.43239	1.73822	-0.88854	0.29004	1.18189	-0.22592	0.47193	1.71757	-0.88108	0.27527	1.18358	-0.21698	0.45977	1.71653	-0.90785	0.25994	1.16016	-0.25362	0.45937	1.69989	-0.89480	0.28436	1.16376	-0.22294	0.45941	1.69012
293	-0.88623	0.27758	1.17479	0.01692	0.01115	0.01144	-0.22460	0.45571	1.71268	0.01672	0.01362	0.01833	-0.86161	0.27675	1.18311	-0.20839	0.43367	1.73791	-0.88780	0.29001	1.18240	-0.22451	0.47125	1.71748	-0.88034	0.27569	1.18371	-0.21625	0.45782	1.71749	-0.90715	0.26065	1.16032	-0.25245	0.45742	1.70046	-0.89424	0.28480	1.16441	-0.22142	0.45842	1.69004
294	-0.88551	0.27773	1.17521	0.01697	0.01095	0.01145	-0.22342	0.45490	1.71286	0.01665	0.01277	0.01823	-0.86083	0.27606	1.18368	-0.20734	0.43496	1.73758	-0.88704	0.28996	1.18292	-0.22310	0.47061	1.71739	-0.87957	0.27605	1.18385	-0.21552	0.45595	1.71843	-0.90644	0.26135	1.16050	-0.25126	0.45551	1.70101	-0.89367	0.28523	1.16509	-0.21988	0.45747	1.68992
