	Mean	Mean	Mean	Std Dev	Std Dev	Std Dev	Mean	Mean	Mean	Std Dev	Std Dev	Std Dev	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 1\Swing Markerless 1.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 2\Swing Markerless 2.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 3\Swing Markerless 3.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 4\Swing Markerless 4.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d	Z:\KIN 6088\Lannister\Pilot\Data\Will Okazaki\Baseball Hitting Markerless\TheiaFormatData\Swing Markerless 5\Swing Markerless 5.c3d
	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Tip	Bat_Tip	Bat_Tip	Bat_Knob	Bat_Knob	Bat_Knob	Bat_Tip	Bat_Tip	Bat_Tip
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-0.80597	0.17099	1.23347	0.04028	0.02411	0.03680	-0.34869	0.77272	1.64683	0.01999	0.06880	0.08484	-0.73604	0.13938	1.29436	-0.32076	0.87721	1.49993	-0.82525	0.20412	1.24216	-0.36032	0.80577	1.66757	-0.80895	0.17474	1.21188	-0.35431	0.72341	1.71325	-0.83623	0.15835	1.20679	-0.37126	0.71125	1.69384	-0.82338	0.17838	1.21214	-0.33681	0.74597	1.65957
2	-0.80698	0.17111	1.23371	0.04052	0.02424	0.03700	-0.34901	0.77231	1.64678	0.01975	0.06932	0.08527	-0.73664	0.13906	1.29487	-0.32182	0.87744	1.49938	-0.82635	0.20428	1.24257	-0.36009	0.80565	1.66692	-0.80991	0.17497	1.21190	-0.35475	0.72280	1.71373	-0.83741	0.15874	1.20659	-0.37168	0.70978	1.69502	-0.82462	0.17851	1.21261	-0.33669	0.74589	1.65884
3	-0.80800	0.17123	1.23396	0.04075	0.02437	0.03720	-0.34931	0.77192	1.64670	0.01955	0.06982	0.08570	-0.73726	0.13875	1.29538	-0.32285	0.87765	1.49884	-0.82745	0.20445	1.24299	-0.35984	0.80554	1.66624	-0.81086	0.17521	1.21193	-0.35518	0.72221	1.71418	-0.83855	0.15912	1.20640	-0.37213	0.70837	1.69617	-0.82585	0.17863	1.21308	-0.33656	0.74582	1.65807
4	-0.80900	0.17135	1.23421	0.04096	0.02450	0.03739	-0.34960	0.77153	1.64660	0.01937	0.07030	0.08611	-0.73791	0.13846	1.29589	-0.32384	0.87784	1.49831	-0.82855	0.20462	1.24341	-0.35956	0.80543	1.66553	-0.81181	0.17544	1.21197	-0.35560	0.72165	1.71461	-0.83967	0.15947	1.20622	-0.37259	0.70700	1.69729	-0.82707	0.17876	1.21358	-0.33642	0.74576	1.65727
5	-0.81001	0.17147	1.23447	0.04116	0.02464	0.03758	-0.34988	0.77117	1.64648	0.01922	0.07075	0.08651	-0.73857	0.13817	1.29638	-0.32480	0.87800	1.49779	-0.82966	0.20480	1.24384	-0.35926	0.80533	1.66479	-0.81274	0.17567	1.21201	-0.35601	0.72110	1.71502	-0.84077	0.15981	1.20604	-0.37306	0.70567	1.69837	-0.82829	0.17888	1.21408	-0.33625	0.74573	1.65644
6	-0.81101	0.17158	1.23474	0.04135	0.02477	0.03776	-0.35014	0.77081	1.64634	0.01909	0.07118	0.08689	-0.73925	0.13790	1.29687	-0.32573	0.87813	1.49729	-0.83076	0.20498	1.24428	-0.35893	0.80524	1.66401	-0.81366	0.17590	1.21206	-0.35641	0.72058	1.71539	-0.84185	0.16013	1.20588	-0.37354	0.70439	1.69942	-0.82951	0.17899	1.21460	-0.33608	0.74572	1.65557
7	-0.81200	0.17169	1.23501	0.04152	0.02491	0.03794	-0.35038	0.77047	1.64617	0.01898	0.07159	0.08726	-0.73996	0.13764	1.29735	-0.32662	0.87823	1.49680	-0.83186	0.20516	1.24472	-0.35858	0.80516	1.66321	-0.81458	0.17612	1.21211	-0.35680	0.72008	1.71575	-0.84291	0.16044	1.20573	-0.37402	0.70314	1.70043	-0.83072	0.17910	1.21512	-0.33590	0.74572	1.65467
8	-0.81299	0.17180	1.23528	0.04168	0.02504	0.03810	-0.35061	0.77014	1.64598	0.01890	0.07198	0.08762	-0.74068	0.13739	1.29781	-0.32748	0.87831	1.49633	-0.83295	0.20535	1.24517	-0.35822	0.80508	1.66237	-0.81548	0.17633	1.21217	-0.35717	0.71961	1.71608	-0.84395	0.16073	1.20560	-0.37450	0.70194	1.70140	-0.83192	0.17920	1.21566	-0.33570	0.74575	1.65374
9	-0.81398	0.17191	1.23556	0.04183	0.02517	0.03826	-0.35083	0.76982	1.64577	0.01884	0.07234	0.08796	-0.74142	0.13716	1.29825	-0.32830	0.87836	1.49588	-0.83404	0.20554	1.24563	-0.35783	0.80502	1.66151	-0.81636	0.17655	1.21223	-0.35754	0.71915	1.71638	-0.84498	0.16101	1.20547	-0.37498	0.70077	1.70233	-0.83311	0.17930	1.21621	-0.33550	0.74579	1.65277
10	-0.81497	0.17202	1.23584	0.04197	0.02530	0.03841	-0.35103	0.76951	1.64555	0.01880	0.07268	0.08828	-0.74218	0.13694	1.29868	-0.32909	0.87838	1.49546	-0.83513	0.20573	1.24610	-0.35742	0.80496	1.66061	-0.81724	0.17676	1.21230	-0.35789	0.71872	1.71666	-0.84600	0.16128	1.20536	-0.37545	0.69964	1.70322	-0.83428	0.17939	1.21677	-0.33530	0.74586	1.65178
11	-0.81595	0.17213	1.23613	0.04209	0.02542	0.03855	-0.35122	0.76922	1.64530	0.01877	0.07300	0.08859	-0.74296	0.13673	1.29909	-0.32985	0.87837	1.49506	-0.83621	0.20592	1.24657	-0.35700	0.80492	1.65969	-0.81811	0.17696	1.21237	-0.35824	0.71831	1.71692	-0.84701	0.16154	1.20526	-0.37591	0.69854	1.70407	-0.83545	0.17948	1.21734	-0.33508	0.74595	1.65076
12	-0.81692	0.17223	1.23641	0.04221	0.02554	0.03868	-0.35139	0.76893	1.64503	0.01877	0.07331	0.08887	-0.74376	0.13653	1.29948	-0.33057	0.87834	1.49469	-0.83728	0.20611	1.24705	-0.35656	0.80489	1.65873	-0.81897	0.17717	1.21244	-0.35856	0.71791	1.71715	-0.84801	0.16179	1.20517	-0.37637	0.69747	1.70487	-0.83660	0.17956	1.21792	-0.33487	0.74607	1.64971
13	-0.81789	0.17234	1.23670	0.04231	0.02566	0.03880	-0.35154	0.76866	1.64475	0.01877	0.07359	0.08914	-0.74457	0.13635	1.29985	-0.33125	0.87827	1.49435	-0.83834	0.20630	1.24753	-0.35611	0.80486	1.65775	-0.81982	0.17737	1.21252	-0.35888	0.71754	1.71736	-0.84900	0.16203	1.20509	-0.37680	0.69643	1.70564	-0.83774	0.17964	1.21850	-0.33465	0.74621	1.64863
14	-0.81886	0.17244	1.23698	0.04240	0.02577	0.03890	-0.35168	0.76840	1.64444	0.01880	0.07385	0.08939	-0.74539	0.13618	1.30019	-0.33190	0.87817	1.49404	-0.83940	0.20648	1.24803	-0.35565	0.80485	1.65674	-0.82065	0.17757	1.21260	-0.35919	0.71718	1.71755	-0.84999	0.16228	1.20502	-0.37722	0.69543	1.70637	-0.83886	0.17971	1.21909	-0.33444	0.74637	1.64753
15	-0.81982	0.17255	1.23727	0.04248	0.02587	0.03900	-0.35181	0.76815	1.64413	0.01883	0.07409	0.08961	-0.74623	0.13602	1.30050	-0.33252	0.87805	1.49377	-0.84044	0.20667	1.24852	-0.35518	0.80485	1.65571	-0.82148	0.17776	1.21269	-0.35948	0.71685	1.71771	-0.85098	0.16251	1.20496	-0.37763	0.69444	1.70705	-0.83996	0.17977	1.21968	-0.33423	0.74656	1.64640
16	-0.82077	0.17265	1.23756	0.04256	0.02598	0.03908	-0.35192	0.76791	1.64379	0.01887	0.07431	0.08982	-0.74709	0.13588	1.30079	-0.33310	0.87789	1.49353	-0.84148	0.20685	1.24903	-0.35469	0.80486	1.65465	-0.82230	0.17796	1.21278	-0.35975	0.71653	1.71785	-0.85196	0.16275	1.20491	-0.37802	0.69349	1.70770	-0.84105	0.17982	1.22028	-0.33402	0.74678	1.64524
17	-0.82172	0.17276	1.23784	0.04262	0.02607	0.03915	-0.35201	0.76768	1.64345	0.01892	0.07451	0.09000	-0.74795	0.13575	1.30104	-0.33365	0.87770	1.49332	-0.84250	0.20703	1.24954	-0.35420	0.80489	1.65356	-0.82311	0.17815	1.21288	-0.36001	0.71623	1.71797	-0.85294	0.16299	1.20486	-0.37838	0.69255	1.70831	-0.84211	0.17987	1.22088	-0.33383	0.74702	1.64407
18	-0.82266	0.17286	1.23812	0.04267	0.02616	0.03920	-0.35210	0.76746	1.64309	0.01898	0.07469	0.09016	-0.74883	0.13564	1.30126	-0.33416	0.87749	1.49316	-0.84351	0.20720	1.25005	-0.35370	0.80492	1.65245	-0.82391	0.17834	1.21297	-0.36026	0.71595	1.71806	-0.85391	0.16323	1.20482	-0.37873	0.69165	1.70889	-0.84315	0.17990	1.22148	-0.33364	0.74730	1.64287
19	-0.82359	0.17297	1.23839	0.04272	0.02624	0.03925	-0.35217	0.76725	1.64271	0.01904	0.07486	0.09030	-0.74971	0.13554	1.30145	-0.33464	0.87724	1.49304	-0.84451	0.20738	1.25057	-0.35320	0.80497	1.65132	-0.82470	0.17853	1.21308	-0.36049	0.71569	1.71813	-0.85489	0.16347	1.20479	-0.37905	0.69076	1.70943	-0.84416	0.17993	1.22208	-0.33347	0.74761	1.64166
20	-0.82452	0.17308	1.23867	0.04275	0.02632	0.03928	-0.35223	0.76705	1.64233	0.01910	0.07501	0.09042	-0.75061	0.13545	1.30161	-0.33509	0.87696	1.49295	-0.84550	0.20754	1.25109	-0.35270	0.80503	1.65017	-0.82548	0.17872	1.21318	-0.36070	0.71544	1.71818	-0.85586	0.16371	1.20477	-0.37935	0.68989	1.70993	-0.84514	0.17995	1.22268	-0.33331	0.74795	1.64043
21	-0.82544	0.17318	1.23893	0.04278	0.02639	0.03929	-0.35228	0.76686	1.64194	0.01916	0.07514	0.09051	-0.75152	0.13537	1.30173	-0.33550	0.87665	1.49291	-0.84647	0.20771	1.25162	-0.35219	0.80511	1.64900	-0.82626	0.17891	1.21329	-0.36090	0.71520	1.71821	-0.85683	0.16396	1.20474	-0.37963	0.68904	1.71039	-0.84610	0.17996	1.22328	-0.33317	0.74832	1.63918
22	-0.82634	0.17329	1.23919	0.04279	0.02645	0.03930	-0.35232	0.76668	1.64153	0.01922	0.07526	0.09059	-0.75243	0.13531	1.30181	-0.33588	0.87631	1.49291	-0.84742	0.20787	1.25215	-0.35168	0.80519	1.64781	-0.82703	0.17910	1.21341	-0.36108	0.71498	1.71821	-0.85780	0.16422	1.20473	-0.37988	0.68821	1.71082	-0.84703	0.17995	1.22388	-0.33306	0.74873	1.63792
23	-0.82724	0.17340	1.23945	0.04280	0.02651	0.03929	-0.35234	0.76652	1.64112	0.01928	0.07536	0.09064	-0.75335	0.13526	1.30186	-0.33622	0.87593	1.49294	-0.84836	0.20802	1.25268	-0.35118	0.80530	1.64660	-0.82779	0.17929	1.21352	-0.36124	0.71478	1.71819	-0.85877	0.16448	1.20471	-0.38011	0.68739	1.71122	-0.84792	0.17994	1.22447	-0.33297	0.74918	1.63665
24	-0.82813	0.17350	1.23970	0.04280	0.02655	0.03927	-0.35236	0.76636	1.64070	0.01933	0.07544	0.09067	-0.75428	0.13522	1.30188	-0.33654	0.87553	1.49302	-0.84929	0.20817	1.25321	-0.35068	0.80541	1.64538	-0.82854	0.17948	1.21364	-0.36138	0.71459	1.71815	-0.85975	0.16474	1.20470	-0.38032	0.68659	1.71158	-0.84878	0.17991	1.22505	-0.33290	0.74966	1.63536
25	-0.82900	0.17361	1.23994	0.04279	0.02660	0.03923	-0.35238	0.76621	1.64027	0.01938	0.07551	0.09068	-0.75522	0.13519	1.30186	-0.33682	0.87510	1.49314	-0.85019	0.20831	1.25374	-0.35019	0.80555	1.64414	-0.82929	0.17967	1.21377	-0.36151	0.71441	1.71809	-0.86072	0.16502	1.20469	-0.38050	0.68581	1.71191	-0.84960	0.17986	1.22563	-0.33287	0.75019	1.63407
26	-0.82987	0.17372	1.24017	0.04277	0.02663	0.03919	-0.35238	0.76607	1.63983	0.01941	0.07557	0.09067	-0.75617	0.13518	1.30181	-0.33707	0.87463	1.49329	-0.85107	0.20844	1.25428	-0.34970	0.80569	1.64289	-0.83003	0.17986	1.21390	-0.36161	0.71425	1.71800	-0.86170	0.16530	1.20468	-0.38065	0.68503	1.71221	-0.85038	0.17981	1.22620	-0.33286	0.75075	1.63277
27	-0.83073	0.17383	1.24040	0.04273	0.02666	0.03913	-0.35237	0.76595	1.63939	0.01943	0.07561	0.09063	-0.75712	0.13517	1.30172	-0.33728	0.87414	1.49349	-0.85194	0.20857	1.25481	-0.34923	0.80586	1.64163	-0.83077	0.18005	1.21403	-0.36170	0.71410	1.71789	-0.86268	0.16560	1.20467	-0.38077	0.68427	1.71247	-0.85113	0.17974	1.22676	-0.33289	0.75135	1.63147
28	-0.83157	0.17393	1.24062	0.04269	0.02668	0.03907	-0.35236	0.76583	1.63894	0.01945	0.07565	0.09058	-0.75808	0.13518	1.30160	-0.33747	0.87361	1.49372	-0.85278	0.20868	1.25534	-0.34877	0.80604	1.64036	-0.83149	0.18025	1.21416	-0.36177	0.71396	1.71776	-0.86366	0.16590	1.20467	-0.38087	0.68352	1.71270	-0.85183	0.17965	1.22730	-0.33295	0.75200	1.63015
29	-0.83240	0.17404	1.24083	0.04264	0.02669	0.03899	-0.35235	0.76572	1.63848	0.01944	0.07567	0.09051	-0.75904	0.13519	1.30145	-0.33762	0.87306	1.49398	-0.85360	0.20879	1.25587	-0.34832	0.80625	1.63907	-0.83222	0.18044	1.21430	-0.36181	0.71384	1.71761	-0.86464	0.16621	1.20467	-0.38093	0.68278	1.71289	-0.85250	0.17955	1.22784	-0.33305	0.75268	1.62884
30	-0.83322	0.17414	1.24103	0.04259	0.02670	0.03890	-0.35232	0.76562	1.63801	0.01942	0.07568	0.09042	-0.76001	0.13522	1.30127	-0.33775	0.87247	1.49428	-0.85440	0.20889	1.25640	-0.34789	0.80647	1.63778	-0.83293	0.18064	1.21445	-0.36184	0.71373	1.71743	-0.86563	0.16654	1.20467	-0.38096	0.68205	1.71305	-0.85312	0.17944	1.22836	-0.33318	0.75340	1.62752
31	-0.83403	0.17425	1.24123	0.04252	0.02669	0.03881	-0.35229	0.76554	1.63754	0.01939	0.07569	0.09032	-0.76099	0.13525	1.30107	-0.33784	0.87186	1.49462	-0.85517	0.20898	1.25692	-0.34747	0.80671	1.63648	-0.83364	0.18083	1.21459	-0.36184	0.71363	1.71723	-0.86663	0.16687	1.20468	-0.38096	0.68133	1.71317	-0.85371	0.17931	1.22887	-0.33334	0.75416	1.62620
32	-0.83482	0.17435	1.24141	0.04244	0.02669	0.03871	-0.35226	0.76546	1.63706	0.01934	0.07568	0.09019	-0.76197	0.13529	1.30083	-0.33791	0.87122	1.49498	-0.85592	0.20905	1.25744	-0.34708	0.80697	1.63517	-0.83435	0.18103	1.21475	-0.36183	0.71354	1.71701	-0.86763	0.16722	1.20469	-0.38092	0.68062	1.71326	-0.85425	0.17917	1.22936	-0.33354	0.75496	1.62488
33	-0.83561	0.17446	1.24159	0.04236	0.02667	0.03859	-0.35221	0.76539	1.63657	0.01927	0.07567	0.09005	-0.76296	0.13534	1.30057	-0.33795	0.87055	1.49537	-0.85664	0.20912	1.25795	-0.34671	0.80725	1.63386	-0.83505	0.18123	1.21490	-0.36179	0.71346	1.71676	-0.86864	0.16758	1.20470	-0.38085	0.67991	1.71331	-0.85475	0.17902	1.22984	-0.33378	0.75580	1.62356
34	-0.83638	0.17456	1.24177	0.04227	0.02665	0.03847	-0.35217	0.76534	1.63608	0.01919	0.07565	0.08988	-0.76395	0.13540	1.30029	-0.33796	0.86984	1.49580	-0.85733	0.20917	1.25846	-0.34636	0.80756	1.63255	-0.83574	0.18142	1.21507	-0.36173	0.71340	1.71649	-0.86965	0.16794	1.20472	-0.38074	0.67921	1.71333	-0.85522	0.17885	1.23031	-0.33404	0.75667	1.62224
35	-0.83714	0.17466	1.24193	0.04217	0.02662	0.03834	-0.35211	0.76529	1.63558	0.01908	0.07563	0.08970	-0.76495	0.13546	1.29998	-0.33794	0.86912	1.49625	-0.85800	0.20921	1.25896	-0.34603	0.80789	1.63123	-0.83643	0.18162	1.21523	-0.36166	0.71335	1.71620	-0.87067	0.16832	1.20474	-0.38060	0.67852	1.71331	-0.85564	0.17868	1.23075	-0.33434	0.75758	1.62092
36	-0.83788	0.17476	1.24209	0.04206	0.02659	0.03821	-0.35205	0.76525	1.63507	0.01896	0.07560	0.08951	-0.76595	0.13554	1.29965	-0.33789	0.86836	1.49673	-0.85863	0.20923	1.25945	-0.34573	0.80823	1.62990	-0.83711	0.18182	1.21541	-0.36156	0.71331	1.71588	-0.87169	0.16872	1.20477	-0.38042	0.67784	1.71325	-0.85603	0.17849	1.23118	-0.33467	0.75851	1.61960
37	-0.83862	0.17486	1.24224	0.04195	0.02655	0.03806	-0.35199	0.76522	1.63456	0.01882	0.07557	0.08929	-0.76696	0.13561	1.29930	-0.33781	0.86757	1.49723	-0.85924	0.20925	1.25993	-0.34546	0.80861	1.62858	-0.83779	0.18201	1.21558	-0.36144	0.71328	1.71554	-0.87272	0.16912	1.20480	-0.38020	0.67717	1.71315	-0.85638	0.17829	1.23160	-0.33503	0.75948	1.61828
38	-0.83934	0.17495	1.24239	0.04183	0.02650	0.03791	-0.35192	0.76520	1.63404	0.01866	0.07553	0.08906	-0.76797	0.13570	1.29893	-0.33771	0.86676	1.49776	-0.85982	0.20924	1.26041	-0.34521	0.80900	1.62725	-0.83846	0.18221	1.21577	-0.36130	0.71327	1.71517	-0.87376	0.16953	1.20484	-0.37995	0.67650	1.71302	-0.85669	0.17809	1.23199	-0.33541	0.76047	1.61696
39	-0.84005	0.17505	1.24253	0.04170	0.02645	0.03775	-0.35184	0.76519	1.63351	0.01849	0.07549	0.08882	-0.76899	0.13579	1.29855	-0.33758	0.86592	1.49832	-0.86037	0.20923	1.26087	-0.34499	0.80942	1.62593	-0.83912	0.18240	1.21596	-0.36114	0.71327	1.71478	-0.87479	0.16995	1.20488	-0.37967	0.67584	1.71285	-0.85698	0.17788	1.23237	-0.33582	0.76149	1.61565
40	-0.84075	0.17515	1.24266	0.04157	0.02639	0.03759	-0.35176	0.76518	1.63297	0.01830	0.07544	0.08855	-0.77001	0.13588	1.29814	-0.33743	0.86505	1.49889	-0.86089	0.20920	1.26133	-0.34480	0.80986	1.62460	-0.83978	0.18260	1.21615	-0.36096	0.71328	1.71437	-0.87583	0.17038	1.20493	-0.37935	0.67519	1.71265	-0.85723	0.17767	1.23274	-0.33624	0.76252	1.61434
41	-0.84143	0.17524	1.24278	0.04143	0.02633	0.03742	-0.35167	0.76518	1.63242	0.01810	0.07540	0.08828	-0.77104	0.13598	1.29772	-0.33726	0.86415	1.49949	-0.86138	0.20916	1.26177	-0.34464	0.81032	1.62328	-0.84043	0.18279	1.21635	-0.36077	0.71331	1.71393	-0.87687	0.17082	1.20498	-0.37899	0.67456	1.71240	-0.85745	0.17745	1.23308	-0.33669	0.76358	1.61303
42	-0.84211	0.17533	1.24290	0.04129	0.02626	0.03724	-0.35157	0.76519	1.63187	0.01789	0.07535	0.08798	-0.77207	0.13609	1.29729	-0.33705	0.86323	1.50011	-0.86184	0.20910	1.26220	-0.34451	0.81081	1.62195	-0.84107	0.18298	1.21656	-0.36056	0.71335	1.71346	-0.87790	0.17127	1.20504	-0.37861	0.67393	1.71213	-0.85765	0.17723	1.23341	-0.33714	0.76465	1.61172
43	-0.84277	0.17542	1.24301	0.04114	0.02619	0.03706	-0.35147	0.76521	1.63132	0.01767	0.07529	0.08767	-0.77310	0.13620	1.29684	-0.33683	0.86228	1.50075	-0.86227	0.20902	1.26261	-0.34441	0.81131	1.62063	-0.84171	0.18316	1.21677	-0.36032	0.71341	1.71297	-0.87894	0.17172	1.20510	-0.37819	0.67332	1.71181	-0.85783	0.17702	1.23373	-0.33761	0.76574	1.61041
44	-0.84342	0.17551	1.24312	0.04099	0.02612	0.03687	-0.35137	0.76524	1.63075	0.01744	0.07524	0.08735	-0.77414	0.13631	1.29638	-0.33658	0.86130	1.50141	-0.86266	0.20894	1.26302	-0.34434	0.81185	1.61932	-0.84234	0.18334	1.21698	-0.36008	0.71348	1.71246	-0.87997	0.17217	1.20517	-0.37775	0.67272	1.71146	-0.85799	0.17680	1.23403	-0.33809	0.76683	1.60910
45	-0.84406	0.17560	1.24321	0.04083	0.02604	0.03668	-0.35126	0.76527	1.63018	0.01720	0.07518	0.08701	-0.77518	0.13643	1.29590	-0.33631	0.86030	1.50210	-0.86303	0.20883	1.26340	-0.34431	0.81240	1.61801	-0.84295	0.18352	1.21721	-0.35981	0.71357	1.71192	-0.88100	0.17264	1.20524	-0.37728	0.67214	1.71108	-0.85813	0.17659	1.23432	-0.33857	0.76793	1.60779
46	-0.84469	0.17569	1.24331	0.04067	0.02595	0.03648	-0.35114	0.76530	1.62960	0.01696	0.07511	0.08665	-0.77622	0.13655	1.29542	-0.33602	0.85927	1.50280	-0.86337	0.20872	1.26378	-0.34430	0.81297	1.61670	-0.84356	0.18370	1.21744	-0.35954	0.71367	1.71135	-0.88203	0.17310	1.20532	-0.37679	0.67157	1.71066	-0.85825	0.17639	1.23460	-0.33905	0.76904	1.60648
